MaterialType,Taxa
煤,
煤状炭化物,
スス状炭化物,
煤（北帯スス）,
割截杭,
割枕,
割り木,
立木,
杭,
亜泥炭,
スサ材,
薄手土器,
板材,
板材⑱,
板材再加工杭,
丸太杭,
木皮,
樹根,
樹根樹皮,
樹幹1,
樹幹2,
樹木,
樹木（流木）,
樹木外輪,
樹木（生木樹皮の内側年輪）,
三角板状木製品,
小枝,
生試料･その他,
生試料･その他(樹皮),
生試料(植物遺体),
生試料･植物遺体,
生試料・材,
生試料･材,
生試料・材（最終形成年輪）,
生試料・材（最終形成年輪以外部位不明）,
生試料・材（最外年輪）,
生試料・材（最外以外年輪）,
生材,
生木,
生材 年輪数116年（最終形成年輪は残っていなかったが辺材部が残っていた） 外側から1～5年輪目 辺材部,
生材 年輪数116年（最終形成年輪は残っていなかったが辺材部が残っていた） 外側から136～140年輪目,
生材 年輪数116年（最終形成年輪は残っていなかったが辺材部が残っていた） 外側から66～70年輪目,
生木 121-125年輪,
生木 1-5年輪（最終形成年輪）,
生木 186-190年輪,
生木 236-240年輪,
生材（5年輪）最外年輪,
生木(樹皮),
生材(樹皮),
生材(枝),
生材（枝材）最外年輪,
生材（枝？年輪数不明）,
生材（枝状）,
生木(散孔材),
生材 最終形成年輪,
生材（最終形成年輪）自然木・小枝,
生木（最終形成年輪 外側5年輪分）,
生材（最終形成年輪）柱,
生材（最終形成年輪）立木（自然木）外側3年輪分,
生木片,
生材（未同定）,
生木（丸木）最終形成年輪,
生材（丸太）,
生材(自然木),
生材（最外年輪）,
生材 最外年輪,
生材（最外年輪（2年輪分））,
生材（最外年輪？）,
生材（木片）,
生材（木片）最外年輪（5年輪分）,
生材（板状木製品）,
生材（柱根、丸木）,
生材(環孔材),
生材 最外以外樹皮に近い部分を採取（5年輪）,
生材（辺材部）柱,
生材（立木）,
生材（立木）最終形成年輪,
生材(杭),
生材（杭）最終形成年輪,
生材（杭）最外年輪,
生材(小枝),
生材(不明),
生材（部位不明）,
生材(樹種不明),
生材（木製品）,
生材(木杭),
未炭化植物片,
生の植物遺体,
非加水分解性腐植,
不明,
トリベ付着物,
不明植物遺体(数点),
不明(花粉分析試料),
生漆,
生漆片,
素材束,
導水管,
砥石付着炭化物,
広鍬?,
"木材,",
wood,
木材,
木,
木質,
垂木,
木炭,
木炭・炭化物,
木炭（炭化材）,
木炭（土器内部の土から検出）,
木炭片,
木炭（最外年輪部）,
木炭・木片,
木炭(環孔材),
炭化材?,
炭化材？,
炭化物？,
炭化材?(樹皮?),
材片,
木材片,
木材片(枝材),
"木材片,炭化材片",
木材片(部位不明）,
木材片(部位不明),
"木材,外から2年輪",
"木材,表面5年輪",
木材と泥炭,
木材(矢板),
木材（矢板）,
木材(樹皮),
木材（樹皮）,
木材(舟),
木材(枝),
木枝片,
木材（広葉樹枝）,
木本炭化物,
木材(芯材),
木材(落葉広葉樹),
木材(散孔材),
木材（散孔材）,
木材(散孔材6-7年輪分),
木材（乾燥）,
木材（流木）,
木材（流木?）,
木（倒木）,
"木材,内周",
"木材,木胎部",
"木材,内側",
木（細杭）,
木材，J-Cal,
木材（自然木）,
木材（自然木・枝最外縁）,
木材（自然木・樹幹最外縁）,
"木材,外周",
"木材,板材最外縁",
"木材,裏面",
"木材,最外",
木材（最外年輪）,
木材（最外縁部）,
"木材,最外縁",
"木材,外側",
"木材,外皮付き最外",
木本泥炭,
木材（木っ端）,
木材(柱),
木柱,
木材（横板）,
木材(横板;東）,
木材(横板;西),
木材遺体,
木本遺体屑,
木本質泥炭,
木材(環孔材),
木材・土壌（腐植質粘土）,
木（杭）,
木材（杭）,
木材(杭),
材,
材(枝),
材（流木）,
材混じり土壌,
材(環孔材),
材（杭）,
木材(樹木),
木材（小枝）,
"木材,不明",
"木材,不明,不明",
木（柵の縦木）,
木材，ウイグルマッチング，,
木材，ウイグルマッチング，0,
木材，ウイグルマッチング，1,
木材，ウイグルマッチング，外から1年輪,
木材，ウイグルマッチング，10,
木材，ウイグルマッチング，外から101輪,
木材，ウイグルマッチング，最内から10層目,
木材，ウイグルマッチング，最内から100層目,
木材，ウイグルマッチング，最内から110層目,
木材，ウイグルマッチング，外から11年輪,
木材，ウイグルマッチング，最外から11年輪,
木材，ウイグルマッチング，外から11年輪目,
木材，ウイグルマッチング，外から111-115年輪,
木材，ウイグルマッチング，11-15,
木材，ウイグルマッチング，外から11-15年輪,
木材，ウイグルマッチング，最外から11-15,
木材，ウイグルマッチング，外から11-20年輪,
木材，ウイグルマッチング，外から121-130年輪,
木材，ウイグルマッチング，外から131-135年輪,
木材，ウイグルマッチング，外から131年輪目,
木材，ウイグルマッチング，1〜5,
木材，ウイグルマッチング，1-5,
木材，ウイグルマッチング，外から1-5年輪,
木材，ウイグルマッチング，最外から1-5,
木材，ウイグルマッチング，外から151-160年輪,
木材，ウイグルマッチング，中心から16年輪,
木材，ウイグルマッチング，外から16-20年輪,
木材，ウイグルマッチング，外から191-200年輪,
木材，ウイグルマッチング，1年輪目,
木材，ウイグルマッチング，20,
木材，ウイグルマッチング，-20,
木材，ウイグルマッチング，最内から20層目,
木材，ウイグルマッチング，最外から21年輪,
木材，ウイグルマッチング，外から21年輪,
木材，ウイグルマッチング，外から21年輪目,
木材，ウイグルマッチング，21-25,
木材，ウイグルマッチング，外から21-25年輪,
木材，ウイグルマッチング，最外から21-25,
木材，ウイグルマッチング，外から231-240年輪,
木材，ウイグルマッチング，中心から26年輪,
木材，ウイグルマッチング，最外から26-29,
木材，ウイグルマッチング，外から26-30年輪,
木材，ウイグルマッチング，最外から26-30,
木材，ウイグルマッチング，30,
木材，ウイグルマッチング，-30,
木材，ウイグルマッチング，最内から30層目,
木材，ウイグルマッチング，31,
木材，ウイグルマッチング，最外から31年輪,
木材，ウイグルマッチング，外から31年輪,
木材，ウイグルマッチング，外から31年輪目,
木材，ウイグルマッチング，31〜35,
木材，ウイグルマッチング，外から31-35年輪,
木材，ウイグルマッチング，最外から31-35,
木材，ウイグルマッチング，中心から36年輪,
木材，ウイグルマッチング，36〜39,
木材，ウイグルマッチング，外から36-40年輪,
木材，ウイグルマッチング，40,
木材，ウイグルマッチング，最内から40層目,
木材，ウイグルマッチング，41,
木材，ウイグルマッチング，最外から41年輪,
木材，ウイグルマッチング，外から41年輪,
木材，ウイグルマッチング，外から41年輪目,
木材，ウイグルマッチング，外から41-45年輪,
木材，ウイグルマッチング，45,
木材，ウイグルマッチング，中心から46年輪,
木材，ウイグルマッチング，最外から49年輪,
木材，ウイグルマッチング，最外から5年輪,
木材，ウイグルマッチング，50,
木材，ウイグルマッチング，最内から50層目,
木材，ウイグルマッチング，外から51年輪,
木材，ウイグルマッチング，外から51-55年輪,
木材，ウイグルマッチング，外から51-60年輪,
木材，ウイグルマッチング，外から51年輪目,
木材，ウイグルマッチング，中心から6年輪,
木材，ウイグルマッチング，最内60層目,
木材，ウイグルマッチング，最内から60層目,
木材，ウイグルマッチング，61,
木材，ウイグルマッチング，外から61年輪,
木材，ウイグルマッチング，外から6-10年輪,
木材，ウイグルマッチング，外から61年輪目,
木材，ウイグルマッチング，70,
木材，ウイグルマッチング，最内から70層目,
木材，ウイグルマッチング，外から71年輪,
木材，ウイグルマッチング，外から71-75年輪,
木材，ウイグルマッチング，最内から80層目,
木材，ウイグルマッチング，外から81年輪,
木材，ウイグルマッチング，-90,
木材，ウイグルマッチング，最内から90層目,
木材，ウイグルマッチング，外から91年輪,
木材，ウイグルマッチング，外から91-100年輪,
木材，ウイグルマッチング，外から91-95年輪,
木材，ウイグルマッチング，外から91年輪目,
"木材，ウイグルマッチング，柱材,外から106-110層",
"木材，ウイグルマッチング，柱材,外から121-125層",
"木材，ウイグルマッチング，柱材,外から1-5層",
"木材，ウイグルマッチング，柱材,外から16-20層",
"木材，ウイグルマッチング，柱材,外から31-35層",
"木材，ウイグルマッチング，柱材,外から46-50層",
"木材，ウイグルマッチング，柱材,外から61-65層",
"木材，ウイグルマッチング，柱材,外から76-80層",
"木材，ウイグルマッチング，柱材,外から91-95層",
木材，ウイグルマッチング，外から1年輪目,
木材，ウイグルマッチング，最も内側,
木材，ウイグルマッチング，中間30層目,
木材，ウイグルマッチング，最外1層目,
"木材,木胎",
"木材,木製品柄",
木版,
木製品,
木製品①,
木製品（鍬）,
木製品（柱）,
木製品(容器未製品),
木胎,
木胎漆器,
木製椀,
木器（板）,
木器（杭）,
木杭,
木杭(K20011),
木杭K20011,
木杭(K22666),
木杭K22666,
木杭№2,
木杭№3,
卒塔婆,
木製遺物,
加工土器片類 土器付着物（胴外）,
加工土器片類 土器付着物（胴内）,
加工土器片類 土器付着物（口縁外）,
加工幹枝,
加工木,
弥生土器（甕）,
弥生土器（壺）,
若木,
AM2250(編物),
炭化紐,
炭化繊維,
炭化萱,
漆紙文書,
漆紐,
有機物（甕内オコゲ）,
"その他,繊維,",
植物遺体(虫えい),
編み物,
編物,
編物①,
編物②,
編物(AM2250),
編物一括,
生試料･その他(繊維),
炭化材(ツクバネウツギ属),Abelia sp.
炭化種実(モミ),Abies firma
自然木(モミsp),Abies firma
生種実(モミ種子),Abies firma
木材(モミ),Abies firma
炭化材No.310（トドマツ、内側から1年輪目）,Abies sachalinensis
炭化材No.310（トドマツ、内側から10年輪目）,Abies sachalinensis
炭化材No.310（トドマツ、内側から15年輪目）,Abies sachalinensis
炭化材No.310（トドマツ、内側から20年輪目）,Abies sachalinensis
炭化材No.310（トドマツ、内側から28年輪目）,Abies sachalinensis
炭化材No.310（トドマツ、内側から5年輪目）,Abies sachalinensis
炭化物(モミ属),Abies sp.
"炭化材,モミ属,",Abies sp.
炭化材(モミ属),Abies sp.
炭化材（モミ属）,Abies sp.
炭化材（モミ属） 樹種同定白滝-84と同一個体,Abies sp.
木片(モミ属),Abies sp.
生材(モミ属),Abies sp.
生木(モミ属),Abies sp.
生材（モミ属）最外年輪,Abies sp.
生材(外から1年〜5年輪目の5年分(中心は3年輪目)) 最外部年輪 モミ属,Abies sp.
生材(外から21年〜25年輪目の5年分(中心は23年輪目)) モミ属,Abies sp.
生材(外から31年〜35年輪目の5年分(中心は33年輪目)) モミ属,Abies sp.
生材(外から41年〜45年輪目の5年分(中心は43年輪目)) モミ属,Abies sp.
生材(外から11年〜15年輪目の5年分(中心は13年輪目)) モミ属,Abies sp.
生材(樹皮の内側1年目(1年輪)) 最外年輪 モミ属,Abies sp.
木材(モミ属),Abies sp.
木材（モミ属）,Abies sp.
材(モミ属),Abies sp.
材（モミ属）,Abies sp.
"木材，ウイグルマッチング，モミ属,最外11年目",Abies sp.
"木材，ウイグルマッチング，モミ属,最外21年目",Abies sp.
"木材，ウイグルマッチング，モミ属,最外1年目",Abies sp.
木製品（モミ属）,Abies sp.
炭化材(チドリノキ),Acer carpinifolium
丸木杭(チドリノキ),Acer carpinifolium
カエデ属,Acer sp.
炭化物(カエデ属),Acer sp.
炭化物（カエデ属）,Acer sp.
"炭化材,カエデ属,",Acer sp.
炭化材(カエデ属),Acer sp.
炭化材(カエデ属の一種),Acer sp.
炭化材（カエデ属）,Acer sp.
炭化材（カエデ属(5)）,Acer sp.
炭化材（カエデ属、半歳状、樹皮有、年輪数3年、測定試料半割）,Acer sp.
木片(カエデ属),Acer sp.
生試料･材(カエデ属),Acer sp.
生材(カエデ属),Acer sp.
生木(カエデ属),Acer sp.
生材（カエデ属） 最終形成年輪以外、部位不明,Acer sp.
生材･自然木(カエデ属),Acer sp.
木材(カエデ属),Acer sp.
木(カエデ属),Acer sp.
炭化材(カエデ属、ブナ属),"Acer sp., Fagus sp."
炭化材(マタタビ属),Actinidia sp.
生木(マタタビ属),Actinidia sp.
編物タテ材(マタタビ属),Actinidia sp.
生果実（クサネム）,Aeschynomene indica
トチノキ,Aesculus turbinata
トチノミ,Aesculus turbinata
トチ,Aesculus turbinata
トチノキ炭化種子,Aesculus turbinata
トチノキ子葉,Aesculus turbinata
トチノキ果実,Aesculus turbinata
トチの実,Aesculus turbinata
トチノキ果実片,Aesculus turbinata
トチの実の皮?,Aesculus turbinata
トチの実の殻,Aesculus turbinata
トチノキ果皮,Aesculus turbinata
トチノキ種子,Aesculus turbinata
トチ種子,Aesculus turbinata
トチノキ（種子）,Aesculus turbinata
トチノキ種皮,Aesculus turbinata
トチ種皮,Aesculus turbinata
トチノキ種皮片,Aesculus turbinata
トチ種実,Aesculus turbinata
トチノミ?,Aesculus turbinata
炭化物(トチノキ種子),Aesculus turbinata
炭化物(トチノキ種子他),Aesculus turbinata
炭化種子(トチノキ),Aesculus turbinata
炭化種実(トチノキ),Aesculus turbinata
炭化種実(トチ),Aesculus turbinata
炭化種実(トチノキ炭化子葉?),Aesculus turbinata
炭化種子(トチノキ炭化子葉),Aesculus turbinata
炭化種実(トチノキ炭化子葉),Aesculus turbinata
炭化種実（トチノキ子葉）,Aesculus turbinata
炭化種実(トチ:果皮),Aesculus turbinata
炭化種子(トチノキ種子),Aesculus turbinata
炭化種実(トチノキ種子),Aesculus turbinata
