MaterialType,Taxa
埋没腐植土層,
炭化材（最終形成年輪以外部位不明、外側3年輪分）,
炭化材（最終形成年輪以外部位不明、外側5年輪分）,
生材（針葉樹、最終形成年輪以外部位不明、外側10年輪分）,Coniferae
生材（針葉樹、最終形成年輪以外部位不明、外側5年輪分）,Coniferae
焼骨（哺乳類、白色）,Mammalia
炭化植物遺体（タケ亜科、稈）,Bambusoideae
生木：針葉樹（スギ科？）,"Coniferae, Cryptomeria japonica/Cupressaceae?"
生木：トガサワラ,Pseudotsuga japonica
木材（ムクノキ）,Aphananthe aspera
炭化材（マツ属）,Pinus sp.
炭化材（不明）,
乾燥樹皮,
煤状炭化物,
植物遺体（不明）,
種実（果実）クヌギ－アベマキ,Quercus acutissima / Q. variabilis
木材（コナラ属コナラ亜属コナラ節）,Quercus subgen. Quercus
木材（ツバキ属）,Camellia sp.
木材（コナラ属アカガシ亜属）,Quercus subgenus Cyclobalanopsis
樹皮（ヤナギ属）,Salix sp.
種子（ホタルイ属）,Schoenoplectiella sp.
種子（イヌガヤ）,Cephalotaxus harringtonia
生材（ヤマグワ）,Morus australis
生の種実（キハダ）,Phellodendron amurense
土器付着炭化物（壺外面）,
土器付着炭化物（深鉢外面）,
木材（マキ属）,Podocarpus sp.
木材（ヤマグワ）,Morus australis
木材（散孔材）,
木材（ムキノキ）,Aphananthe aspera (ムクノキ?) 
木材（マメ科）,Fabaceae
木材（ニワトコ）,Sambucus sieboldiana
木材（イヌガヤ）,Cephalotaxus harringtonia
木材（カヤ）,Torreya nucifera
木材（ケヤキ）,Zelkova serrata
木材（トチノキ、年輪42<、立株）,Aesculus turbinata
木材（コナラ属アカガシ亜属、年輪30<、立株）,"Quercus sp., Quercus subgenus Cyclobalanopsis"
木材（クリ、年輪20、倒木）,Castanea crenata
木材（コナラ属アカガシ亜属、年輪95、倒木）,"Quercus sp., Quercus subgenus Cyclobalanopsis"
木材（コナラ属アカガシ亜属、年輪80<、倒木）,"Quercus sp., Quercus subgenus Cyclobalanopsis"
木材（コナラ属アカガシ亜属、年輪64<、立株）,"Quercus sp., Quercus subgenus Cyclobalanopsis"
木材（ヤマグワ、年輪16<、立株）,Morus australis
木材（ヤマグワ、年輪12、立株）,Morus australis
土器付着炭化物（甕外面）,
樹皮（半割）,
樹根（エノキ属、根材、最外部3-4年）,Celtis sp.
杭（生木、アカガシ亜属、最外部2-3年）,Quercus subgenus Cyclobalanopsis
木材（ヤナギ属）,Salix sp.
樹木外輪,
イネ未炭化籾殻,Oryza sativa
木材（コナラ属コナラ亜属クヌギ節）,Quercus section Cerris [acutissima]
木材（ムラサキシキブ属）,Callicarpa sp.
木材（トウヒ属）,Picea sp.
木材（シャシャンボ）,Vaccinium bracteatum
トチノキ（種子）,Aesculus turbinata
コナラ属アカガシ亜属,Quercus subgenus Cyclobalanopsis
マダケ属,Phyllostachys sp.
マツ属複維管束亜属,Pinus subgenus. Pinus
みかん割材外,Citrus sp. [Citrus reticulata?]
杭材外側,
樹根樹皮,
植物遺体（アブラチャン：果実完形）,Lindera praecox
植物遺体（ナラガシワ：幼果完形）,Quercus aliena
クヌギ－アベマキ：果実完形,Quercus acutissima / Q. variabilis
植物遺体（クリ：果実破片）,Castanea crenata
植物遺体：草本類,Plantae (herbaceous)
木片（ヌルデ）,Brucea javanica
植物遺体：葉（イチイガシ）,Quercus gilva
木片（クリ）,Castanea crenata
種子（ムクロジ）,Sapindus mukorossi
木材片（ヤマグワ）,Morus australis
木材（広葉樹の当年枝）,Angliosperms
生材（モミ属）最外年輪,Abies sp.
生材（カバノキ属）最外年輪,Betula sp.
生材（アカガシ亜属 根）最外年輪,Quercus subgenus Cyclobalanopsis
小枝（ヤナギ属）,Salix sp.
木炭（マツ属複維管束亜属）最外～5年輪,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
木炭（マツ属複維管束亜属）6～10年輪,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
木炭（マツ属複維管束亜属）11～15年輪,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
木炭（マツ属複維管束亜属）16～20年輪,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
木炭（マツ属複維管束亜属）21～25年輪,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
木炭（マツ属複維管束亜属）26～30年輪,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
木炭（マツ属複維管束亜属）31～35年輪,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
炭化材（カキノキ属、破片、樹皮無、年輪数9年、測定試料は外4年分）,Diospyros sp.
炭化材（サカキ、ミカン割状、樹皮無、年輪数14年以上、測定試料は外8年分）,"Cleyera japonica, Citrus sp. [? Citrus unshiu]"
炭化材（カエデ属、半歳状、樹皮有、年輪数3年、測定試料半割）,Acer sp.
炭化材（カキノキ属、破片5片、樹皮無、年輪数1年未満、測定試料は破片2片（5片中から同一種2片選択））,Diospyros sp.
炭化材（タケ亜科、破片、樹皮無、測定試料は全量）,Bambusoideae
炭化材（アカガシ亜属、ミカン割状、樹皮無、年輪数2～3年、測定試料は半割）,"Quercus subgenus Cyclobalanopsis, Citrus sp. [sometimes used for Citrus unshiu]"
炭化材（ツバキ属、ミカン割状、樹皮有、年輪数9年、測定試料は外5年分）,"Camellia sp., Citrus sp. [sometimes used for Citrus unshiu]"
土壌腐食,
生試料・材（最終形成年輪以外部位不明）,
生試料・材（最終形成年輪）,
生試料・材,
植物遺体（葉）,Plantae (leaf)
土器付着炭化物（深鉢胴部下部内面）,
土器付着炭化物（深鉢肩部外面）,
土器付着炭化物（深鉢胴部上半外面）,
土器付着炭化物（深鉢口唇～胴部上半外面）,
土器付着炭化物（深鉢胴部内面）,
炭化材（最終年輪以外部位不明）,
炭化物（部位不明）,
生試料（トチノキ果皮）,Aesculus turbinata
炭化材（広葉樹：散孔材）,Angliosperms
炭化材（クロウメモドキ属）,Rhamnus sp.
炭化材（モミ属）,Abies sp.
木片（ヒノキ、虫損のため遊離したような状態、最新年輪を含む4層ぶんよりも62年古い年輪を含む4層ぶん）,Chamaecyparis obtusa
木片（ヒノキ、虫損のため遊離したような状態、最新年輪を含む4層ぶん）,Chamaecyparis obtusa
炭化材（枝、径数mm、最終形成年輪）,
炭化種実（イネ種子）,Oryza sativa
炭化種実（コムギ）,Triticum sp.
炭化種実（破片）,Plantae (seed)
樹木（流木）,
木材（カシ）,Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)
木材（流木）,
土器付着炭化物（深鉢胴部内面・焦）,
土壌（暗灰色シルト）,
土壌（有機質シルト）,
土壌（有機質シルト、砂混じり）,
木（株）,Plantae (root)
炭層,
木（根株・エゴノキ属）,Styrax sp.
木（根株）,Plantae (root)
木材（マツ属複維管束亜属）,Pinus subgenus. Pinus
人骨（頭骨）,Homo sapiens
人骨（歯）,Homo sapiens
木材（乾燥）,
炭化材（自然乾燥）,
炭化材・木材,
木材・土壌（腐植質粘土）,
土壌（腐植質粘土）,
木片（ヒノキ属）,Chamaecyparis sp.
木片（スギ）,Cryptomeria japonica
クロマツ（球果1個体）,Pinus thunbergii
自然木（ムクロジ）,Sapindus mukorossi
漆片,
生木（ミズキ属）,Cornus sp.
生木（タイミンタチバナ）,Myrsine seguinii
生木（マツ属複維管束亜属）,Pinus subgenus. Pinus
生木（サカキ）,Cleyera japonica
生木（スダジイ）,Castanopsis sieboldii subsp. sieboldii
生木（ハイノキ属ハイノキ節）,"Symplocos sp., Symplocos sp. Section "
生木（ヒサカキ）,Eurya japonica
生木（ツバキ属）,Camellia sp.
植物遺体（草本類）,Plantae (herbaceous)
マツ類の毬果,Pinus sp.
植物片（葉）,Plantae (leaf)
種実（エゴノキ）,Styrax japonicus
炭化材（未同定）,
生木（クヌギ節）,Quercus section Cerris [acutissima]
生木（コナラ節）,Quercus sect. Quercus
植物片（地下茎）,Plantae (root)
材混じり土壌,
材（モミ属）,Abies sp.
生材（枝？年輪数不明）,
生の植物遺体（草本 節？）,Plantae (herbaceous)
木材片（サカキ）,Cleyera japonica
木材（最外年輪）,
木材片（マツ属複維管束亜属）,Pinus subgenus. Pinus
木材片（スギ）,Cryptomeria japonica
木材片（コウヤマキ）,Sciadopitys verticillata
藍胎（草本遺体）,"indigo body (is this Persicaria tinctoria), herbaceous stems"
木材片（コナラ亜属コナラ節）,"Quercus subgen. Quercus, Quercus sect. Quercus"
タブノキ,Machilus thunbergii
生材（最外年輪（2年輪分））,
生材（最外年輪？）,
生材（マツ属複維管束亜属）,Pinus subgenus. Pinus
焼骨 頭蓋骨,Animalia (bone)
焼骨 部位不明,Animalia (bone)
亜泥炭,
古土壌,
炭（植物遺体）,
植物遺体（腐植）,
材（流木）,
材（杭）,
杭（ヒノキ）,Chamaecyparis obtusa
根株（アカガシ亜属）,Quercus subgenus Cyclobalanopsis
柱材（最外縁）,
柱材（11年輪目）,
柱材（21年輪目）,
柱材（最外縁（クヌギ？））,Quercus acutissima
柱材（最外縁（杭））,
土器付着炭化物（口縁外面）,
土器付着炭化物（胴内面）,
土器付着炭化物（胴外面）,
土器付着炭化物（胴部下位外面）,
土器付着炭化物（胴部上位外面）,
土器付着炭化物（胴部下部外面）,
木片（アカガシ亜属の根）,Quercus subgenus Cyclobalanopsis
イヌガヤ（樹皮）,Cephalotaxus harringtonia
イヌガヤ（樹芯）,Cephalotaxus harringtonia
サルノコシカケ（樹木）,Polyporaceae
木材（モミ属）,Abies sp.
木材（樹皮）,
柱材（同定不能）,
柱材（コウヤマキ）,Sciadopitys verticillata
土壌（有機質粘土）,
炭化物・材（最外以外年輪）,
生試料・材（最外以外年輪）,
生試料・材（最外年輪）,
生果実（クサネム）,Aeschynomene indica
土器付着物・甕外面（煤類）,
生材（立木）,
自然木（ケヤキ）,Zelkova serrata
土器付着物（口縁部外側）甕,
植物遺体（草本遺体）,Plantae (herbaceous)
土器内面付着物（内容物）,
柱根（コナラ節）,Quercus sect. Quercus
木片（ヤナギ属）,Salix sp.
炭化材（破片）,Plantae (wood)
土器付着物（煤類）壺,
炭化材（ムクノキ根材？）,Aphananthe aspera
炭化材（屋根材）,
木片（クワ属）,Morus sp.
炭化材（小片）,
土器付着物（煤類）焼石付着,
種実（モモ核）生試料,Prunus persica
木材（広葉樹（節））,Angliosperms
木材（クマシデ属イヌシデ節）,"Carpinus sp., Carpinus tschonoskii section"
土器付着物（口縁外面）,
木製椀,
卒塔婆,
導水管,
若木,
板材再加工杭,
立木,
根株,Plantae (root)
470杭列,
加工木,
焼木,
ヒシ,Trapa japonica (Trapa natans var. bispinosa)
shell,Mollusca
wood,
土器付着物（胴部外面）,
土器付着物（底部内面）,
堅果（コナラ属果実）,Quercus sp.
立木（広葉樹）,Angliosperms
材（クヌギ節）,Quercus section Cerris [acutissima]
立木（ヤマグワ）,Morus australis
材（流木：トネリコ属）,Fraxinus sp.
立木の根,Plantae (root)
種実（トチノキ果皮）,Aesculus turbinata
生試料・種実（ヒシ属）,Trapa sp.
炭化物・植物遺体,
炭化物・植物遺体（ヨシ属の茎）,Phragmites australis
生試料・植物遺体（草本遺体）,Plantae (herbaceous)
炭化物・植物遺体（草本遺体）,Plantae (herbaceous)
木製品（アスナロ）,Thujopsis dolabrata
木製品（ツバキ属）,Camellia sp.
木製品（ヒノキ科）,Cupressaceae
木製品（コナラ属アカガシ亜属）,Quercus subgenus Cyclobalanopsis
木製品（モミ属）,Abies sp.
炭化物 植物遺体（草本類）,Plantae (herbaceous)
生材（枝材）最外年輪,
生材（木片）,
生材（根株）,Plantae (root)
生材（板状木製品）,
生材（杭）最外年輪,
生材 最外年輪,
土器付着物（胴外面）,
土器付着物（胴内面）,
土器付着物（胴内下面）,
土器付着物（胴外上面）,
生材（立木；ヤナギ属）最外年輪,Salix sp.
生材（杭材；カヤ属）最外年輪,Torreya sp.
生材（カヤ）,Torreya nucifera
生材（アカガシ亜属）,Quercus subgenus Cyclobalanopsis
根を張った株,Plantae (root)
土器付着物（胴部内）,
土器付着物（口縁内）,
木製の杭（エノキ属）最外年輪,Celtis sp.
自然木？,
木製の杭（ヤナギ属）最外年輪,Salix sp.
土器付着物（浅鉢頸部外側）,
漆膜（漆塗鉢口縁外）,
木材（最外縁部）,
種子（イネ胚乳）,Oryza sativa
種子（ヒョウタン）,Lagenaria siceraria (var. gourda Makino)
植物遺体（草本）,Plantae (herbaceous)
炭化材(枝状）最外年輪部,
炭化種子（イネ胚乳）,Oryza sativa
生材（柱根、丸木）,
炭化種実（6片）,Plantae (seed)
生材（5年輪）最外年輪,
土器付着炭化物（甕胴部外面）,
植物片（ヨシ）,Phragmites australis
生材（ヤナギ属、12年輪）最外年輪,Salix sp.
有機質の堆積物,
生材（広葉樹）最外年輪（5年輪）,Angliosperms
生材 最外以外樹皮に近い部分を採取（5年輪）,
生材（木製品）,
葉、炭化種実破片,"Plantae (seed, leaf)"
炭化材（草本類）,Plantae (herbaceous)
生材（最終形成年輪）自然木・小枝,
生材（最終形成年輪）立木（自然木）外側3年輪分,
生材（辺材部）柱,
生材（最終形成年輪）柱,
生材（散孔材の根財）最終形成年輪,Plantae (root)
炭化材（枝材）最終形成年輪,
炭化材 最終形成年輪,
炭化材（環孔材）最終形成年輪,
炭化材（散孔材）最終形成年輪,
炭化材（クリ）最終形成年輪,Castanea crenata
杭（生のタケ亜科 桿）,Bambusoideae
生材（立木）最終形成年輪,
生材（根株）最終形成年輪,Plantae (root)
生材（杭）最終形成年輪,
生の種実（ヒョウタン種子）,Lagenaria siceraria (var. gourda Makino)
生の材（ブドウ属、枝あるいは幹）最終形成年輪～5年輪,Vitis sp.
土器付着炭化物（滋賀里Ⅰ式）深鉢胴部外面,
人骨（頭蓋骨）,Homo sapiens
人骨（長骨）,Homo sapiens
木材：ネジキ,Lyonia ovalifolia
木材：アカメガシワ,Mallotus japonicus
木材：マツ属複維管束亜属,Pinus subgenus. Pinus
木材：コナラ属アカガシ亜属,Quercus subgenus Cyclobalanopsis
木材：ツガ属,Tsuga sp.
木材：ムクノキ,Aphananthe aspera
木材：クスノキ科,Lauraceae
炭化材（コナラ亜属クヌギ節）,"Quercus subgen. Quercus, Quercus section Cerris [acutissima]"
炭化材（コナラ属アカガシ亜属）,Quercus subgenus Cyclobalanopsis
土壌（土壌有機物：フミン）,
生材（マツ属複維管束亜属）幹あるいは枝、最終形成年輪を含む2年輪分,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
炭化材（樹種不明）幹あるいは枝 最終形成年輪を含む5年輪分,
生材（コウヤマキ）最終形成年輪以外 外側5年分,Sciadopitys verticillata
生材（コウヤマキ）辺材部 外側5年分,Sciadopitys verticillata
生材（コナラ属クヌギ節）1-5年輪目、辺材部を採取,"Quercus sp., Quercus section Cerris [acutissima]"
生材（コナラ属クヌギ節）16-20年輪目,"Quercus sp., Quercus section Cerris [acutissima]"
生材（コナラ属クヌギ節）31-35年輪目,"Quercus sp., Quercus section Cerris [acutissima]"
生材（コナラ属クヌギ節）46-50年輪目,"Quercus sp., Quercus section Cerris [acutissima]"
生材（マツ属複維管束亜属）1-5年輪目（辺材部）,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
生材（マツ属複維管束亜属）16-20年輪目,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
生材（マツ属複維管束亜属）31-35年輪目,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
生材（マツ属複維管束亜属）41-45年輪目,"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
ボーリングコアから採取した試料,
炭化材（ハゼノキ類近似種）,Toxicodendron succedaneum
植物組織,Plantae (parenchyma)
炭化材（樹皮付き（アカガシ亜属））,Quercus subgenus Cyclobalanopsis
炭化材（樹皮付き（クスノキ科））,Lauraceae
炭化材（ヒサカキ）,Eurya japonica
炭化材（ブナ属）,Fagus sp.
木片（丸太材）,
木片（原材）,
生材（コナラ属アカガシ亜属） 1年輪目,Quercus subgenus Cyclobalanopsis
生材（コナラ属アカガシ亜属） 55年輪目,"Quercus sp., Quercus subgenus Cyclobalanopsis"
生材（コナラ属アカガシ亜属） 57-59年輪目,"Quercus sp., Quercus subgenus Cyclobalanopsis"
木材（自然木）,
植物（ヒシ）,Trapa japonica (Trapa natans var. bispinosa)
スギ材（側面）,Cryptomeria japonica
土器付着物（口縁外）,
土器付着物（胴外）,
加工土器片類 土器付着物（胴外）,
加工土器片類 土器付着物（口縁外）,
土器付着物（胴内下）,
土器付着物（胴内）,
土器付着物（口縁外・胴外）,
加工土器片類 土器付着物（胴内）,
木片No.1,
木片No.2,
木片No.3,
木片No.4,
木片No.5,
木片No.6,
木片No.7,
木片No.8,
木片No.9,
炭化材C,
炭化材D,
炭化材A,
炭化材B,
炭化胚乳（オオムギ）,Hordeum vulgare
昆虫遺体,Insecta
植物遺体（木片）,
生材（ヒノキ）,Chamaecyparis obtusa
生材（スギ）,Cryptomeria japonica
生材（ヤナギ属）,Salix sp.
木片（柱材）,
木片（転用材140）,
木片（転用材77b）,
木片（敷葉構成材）,Plantae (leaf)
木片（板状）,
木片（杭②小）,
炭化木片（自然木）,
木片（加工木）,
炭化植物遺体（双子葉植物）,
炭化材（トネリコ属根材）,Fraxinus sp.
炭化植物遺体（双子葉植物？）,
炭化種実（クリ-トチノキ子葉）,"Castanea crenata, Aesculus turbinata"
炭化種実（コナラ属子葉）,Quercus sp.
炭化種実（トチノキ子葉）,Aesculus turbinata
炭化種実（クリ子葉）,Castanea crenata
セタシジミ貝,Corbicula sandai
"土器付着炭化物（無文深鉢型土器胴部下部内面、お焦げ状に多量に付着）,SGMS-201a",
"土器付着炭化物（無文深鉢型土器胴部上部外面、スス状に付着）,SGMS-201b",
生材（クスノキ科）,Lauraceae
生材（ツバキ属）,Camellia sp.
生材（未同定）,
種実（トチノキ種子）,Aesculus turbinata
植物遺体（草本茎）,Plantae (herbaceous)
種実（ナラガシワ果実）,Quercus aliena
生材（コナラ節）,Quercus sect. Quercus
クリ属果皮,Castanea sp.
ヒシ属果皮,Trapa sp.
コナラ亜属果皮,Quercus subgen. Quercus
炭化材（スギ）,Cryptomeria japonica
炭化材（マツ属単維管束亜属）,Pinus subgenus Strobus
木片（コウヤマキ）,Sciadopitys verticillata
炭化材（コウヤマキ）,Sciadopitys verticillata
木片（アカガシ亜属）,Quercus subgenus Cyclobalanopsis
木片（コナラ節）,Quercus sect. Quercus
火葬骨,Animalia (bone)
炭化材片（微細片多数）,
カヤ状炭化物塊,Torreya nucifera
炭化材片（微細）,
モモ炭化核破片（1破片）,Prunus persica
コナラ属アカガシ亜属炭化子葉（1破片）,"Quercus sp., Quercus subgenus Cyclobalanopsis"
木材遺体,
煤（北帯スス）,
石炭,
生材（ヤナギ属）4年輪＋,Salix sp.
炭（木材）,
炭化材（アサダ）,Ostrya japonica
木材（クスノキ科）,Lauraceae
木材（コナラ属クヌギ科）,"Quercus sp., Quercus acutissima"
木材（コナラ属コナラ科）,"Quercus sp., Quercus aliena"
木材（ムクロジ）,Sapindus mukorossi
木材（クスノキ）,Cinnamomum camphora
木材（クヌギ節）,Quercus section Cerris [acutissima]
木材（サクラ属）,Cerasus sp.
土器付着炭化物（深鉢）,
木器（板）,
木器（杭）,
弥生土器（甕）,
弥生土器（壺）,
植物遺体（生試料・材（最外以外年輪））,
炭化材（枝）最外年輪,
炭化材最外年輪,
炭化（樹皮）,
土器外面付着煤（土師器甕）,
土壌（黒色粘土）,
木炭（最外年輪部）,
炭化材（広葉樹・散孔材）,Angliosperms
生材（木片）最外年輪（5年輪分）,
有機質,
堅果類（アカガシ亜属果実）,Quercus subgenus Cyclobalanopsis
ミカン割材（アカガシ亜属材）,"Citrus sp. [? Citrus unshiu], Quercus subgenus Cyclobalanopsis"
炭化物が混じる土壌,
黒漆膜,
木片（付木）,
木片（板）,
木片（杭）,
木片（横木）,
木片（根株）,Plantae (root)
木片（腐植体サンプル）,
貝(クロアワビ),Haliotis (Nordotis) discus
？,
貝(ベンケイガイ),Glycymeris albolineata
魚骨,Animalia (fish)
貝(メカイアワビ),Haliotis gigantea
貝(マダカアワビ),Haliotis madaka
貝(サザエ),Turbo sazae
貝(マルサルボウ),Anadara satowi [nipponensis]
貝(オキアサリ),Macridiscus [Gomphina] aequilatera/semicancellata
木片(ドングリ木片),Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)
貝(イシマキガイ),Clithon retropictum
貝(カワニナ),Semisulcospira libertina
大型割截板材(ブナ),Fagus crenata
割截杭(イヌガヤ),Cephalotaxus harringtonia
丸杭(ブナ),Fagus crenata
丸杭,
丸杭(アカガシ),Quercus acuta
割截杭,
井戸枠板材(コウヤマキ),Sciadopitys verticillata
割截杭(ブナ),Fagus crenata
加工幹枝,
割截杭(アカガシ),Quercus acuta
柱根(マツ科マツ属)[二葉松類],"Pinaceae, Pinus sp., Pinus sp. dicotyledonous pines"
柱根(ニレ科ケヤキ属ケヤキ),"Zelkova sp., Zelkova serrata"
柱根(ブナ科シイ属),Castanopsis sp.
植物片(地下茎）,Plantae (root)
炭化物(炭化米?),Oryza sativa
炭化材(種類不明の針葉樹),Coniferae
炭化材(広葉樹のコナラ属アカガシ亜属),"Quercus sp., Quercus subgenus Cyclobalanopsis"
炭化材(広葉樹 スダジイ),Castanopsis sieboldii subsp. sieboldii
炭化材(広葉樹 クリ),Castanea crenata
炭化材片(針葉樹マツ属複維管束亜属）,"Coniferae, Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
炭化材（マツの葉）,Pinus sp.
炭化材(マツ科）,Pinaceae
炭化材(アカガシ亜属）,Quercus subgenus Cyclobalanopsis
炭化材(ブナ科(コナラ節orクリ)),"Quercus sect. Quercus, Castanea crenata"
生木(スダジイ),Castanopsis sieboldii subsp. sieboldii
生木(クスノキ科),Lauraceae
生木(針葉樹の樹皮),Coniferae
炭化材(針葉樹片を含む微細な炭化物塊),Coniferae
炭化材(ヤマモモ),Morella rubra
木片(マツ属単維管束亜属),Pinus subgenus Strobus
木片(コナラ属コナラ亜属),Quercus subgen. Quercus
木片(ハンノキ属),Alnus sp.
植物(マツカサ),Scirpus mitsukurianus (マツカサススキ)
人骨(胸椎),Homo sapiens
炭化材(フサザクラ),Euptelea polyandra / pleiosperma
"炭化種実(トチノキ種子,1点)",Aesculus turbinata
材化石(マツ属単維管束亜属の一種･トウヒ属の一種),"Pinus sp., Pinus subgenus Strobus, Picea sp."
材化石(トウヒ属の一種),Picea sp.
炭化材(キハダ･イネ科タケ亜科),"Phellodendron amurense, Poaceae, Bambusoideae"
炭化材(カラスザンショウ),Zanthoxylum ailanthoides
炭化材(ヤマハゼ),Toxicodendron sylvestre
土器付着煤(炭化物),
歯(ウマ臼歯),Equus caballus
木製品(クリ),Castanea crenata
木製品(ヒノキ属の一種),Chamaecyparis sp.
木製品(スギ),Cryptomeria japonica
木製品(ヤブツバキ),Camellia japonica
木製品(マキ属の一種),Podocarpus sp.
木片･炭化木,
粘土質泥炭,
貝(カワシンジュガイ),Margaritifera margaritifera
動物歯(シカ属の左下顎第2小臼歯),Cervus sp.
骨片(大型哺乳類の長骨の骨幹部),Animalia (bone)
堆積物･腐食土壌,
腐食質粘土,
長骨片,Animalia (bone)
植物片(土付),
炭化物(土付),
樹皮(葺材),
カヤ?(壁材),Torreya sp.
木炭(北西主柱)(スダジイ),Castanopsis sieboldii subsp. sieboldii
木炭(南西垂木2)(ニガキ),Picrasma quassioides
木片(南西礎板) 最外1〜2年輪分,
木片(南地中梁) 最外2年輪分,
木片(北地中梁) 最外3年輪分,
木片(北西礎板) 最外2〜3年輪分,
木片(北中柱) 最外5年輪分,
木片(杭) 最外6〜7年輪分,
木片(杭) 最外2〜3年輪分,
桃核,Prunus persica
ワラ片,Plantae (stem)
ウマの歯,Equus caballus
植物遺体(草本:広葉樹2年生),Plantae (herbaceous)
生材(ヒサカキ),Eurya japonica
柱根(クリ),Castanea crenata
炭(微小),
炭化材(ヒノキ属類似),Chamaecyparis sp.
生材(ニレ属),Ulmus sp.
生材(イチイ?),Taxaceae
生材(ウツギ属),Deutzia sp.
生材(クスノキ科),Lauraceae
生材(モチノキ属),Ilex sp.
生材(クマノミズキ類),Cornus macrophylla
海洋性の貝(オキシジミ),Cyclina sinensis
生の種実(オニグルミ),Juglans mandshurica
生材(広葉樹樹皮),Angliosperms
生材(スダジイ),Castanopsis sieboldii subsp. sieboldii
草本類(イネ科),Poaceae
海洋性の貝(マガキ),Crassostrea gigas
生の種実(モモ核),Prunus persica
生の草本類(イネ科),Poaceae
生材(キイチゴ属),Rubus sp.
芯持生木(エノキ属?),Celtis sp.
炭化材片(スギ),Cryptomeria japonica
炭化材片(アカガシ亜属),Quercus subgenus Cyclobalanopsis
炭化材片(広葉樹),Angliosperms
炭化材片(サクラ属),Cerasus sp.
炭化材破片(ガマズミ属),Viburnum sp.
生材破片(スギ),Cryptomeria japonica
炭化材半裁状(ハゼノキ類),Toxicodendron succedaneum
生材破片(サクラ属),Cerasus sp.
炭化材まじり土壌,
炭化材(微細木片),
炭化材(エノキ),Celtis sinensis
種子(ダイズ),Glycine max
有機物混粘土,
ウルシ材,Toxicodendron vernicifluum
炭化材(土中炭片),
トチノミ,Aesculus turbinata
トチノミ?,Aesculus turbinata
木の葉,Plantae (leaf)
木炭(コナラ属コナラ節),Quercus sect. Quercus
木炭(クマシデ属イヌシデ節),"Carpinus sp., Carpinus tschonoskii section"
木炭(オニグルミ),Juglans mandshurica
木炭(ケヤキ),Zelkova serrata
炭化部材,
炭化炭,
種子(松笠),Pinophyta (pine cone)
堆積物?,
半炭化種子(オニグルミ),Juglans mandshurica
生木(根材･ニレ属),Ulmus sp.
板材,
土中炭,
木片(ヒノキ属),Chamaecyparis sp.
樹皮片,
木片(アカガシ亜属),Quercus subgenus Cyclobalanopsis
木片(マツ属:複維管束亜属),"Pinus sp., Pinus subgenus Pinus (diploxylon pines)"
生木(クスノキ属),Cinnamomum sp.
炭化材(シイノキ属?),Castanopsis sp.
炭化材(樹皮?),
炭化材(シイノキ科),Fagaceae
木炭(クマシデ節),Carpinus japonica section
木炭(マツ属複維管束亜属),Pinus subgenus. Pinus
木炭(カツラ属),Cercidiphyllum sp.
木炭(環孔材),
木炭(アカメガシワ),Mallotus japonicus
木炭(クスノキ科),Lauraceae
木炭(スダジイ),Castanopsis sieboldii subsp. sieboldii
生材(ムクロジ),Sapindus mukorossi
木片(土付),
生材(トリネコ属シオジ節),"Fraxinus sp., Fraxininae (Section Melioides sensu lato)"
生の草本(イネ科),Poaceae
生の種子(トチノキ),Aesculus turbinata
瘤(植物片),
スモモ(核),Prunus salicina
炭化材(シイノキ属類似),Castanopsis sp.
植物遺体(木炭),
火砕堆積物,
炭化種実(トチ),Aesculus turbinata
炭化木材,
植物片(クルミ1),Juglans sp.
植物片(クルミ2),Juglans sp.
炭化材(シキミ属),Illicium sp.
炭化材(マテバシイ属),Lithocarpus sp.
炭化種実(コナラ属アカガシ亜属子葉),"Quercus sp., Quercus subgenus Cyclobalanopsis"
炭化種実(イチイガシ果実),Quercus gilva
炭化材(広葉樹､散孔材),Angliosperms
炭化材(コナラ属アカガシ亜属､ニガキ),"Quercus sp., Quercus subgenus Cyclobalanopsis, Picrasma quassioides"
炭化材(広葉樹､環孔材),Angliosperms
炭化種実(カラスザンショウ),Zanthoxylum ailanthoides
炭化種実(アカメガシワ),Mallotus japonicus
炭化材片(クリ),Castanea crenata
炭化種実(堅果類),"Plantae (seed, fruit)"
植物質,
木炭(エノキ属ニレ科),"Celtis sp., Ulmaceae"
革,Mammalia
炭化材(小枝),
炭化材(枝),
自然流木,
建物柱材,
木片(芯),
木片(最外殻年輪),Mollusca
果皮片(トチノキ),Aesculus turbinata
生の種実(トチノキ未熟果),Aesculus turbinata
