MaterialType,Taxa
果実(アカガシ-ツクバネガシ),Quercus acuta / Quercus sessilifolia
垂木,
桁(梁?),
桁(梁),
広鍬?,
大足?,Animalia (bone)
三角板状木製品,
建築材?(杭),
ミカン割材,Citrus sp. [? Citrus unshiu]
生の種実(オニグルミ核),Juglans mandshurica
生の種実(トチノキ種子),Aesculus turbinata
生の種子(オニグルミ核),Juglans mandshurica
生材(小枝),
生の種実(エゴノキ核),Styrax japonicus
生の種実(イチイガシ果実),Quercus gilva
生の果実(アベマキ果実),Quercus variabilis
生の種実(アカガシ果実),Quercus acuta
生の植物遺体(草本),Plantae (herbaceous)
トチノキ果実片,Aesculus turbinata
サルノコシカケ,Polyporaceae
編み物,
木材(枝),
種実(ヒョウタン),Lagenaria siceraria (var. gourda Makino)
種実(ナデシコ科ほか),Caryophyllaceae
炭化材(シロカシorウラジロガシ),"Lindera triloba, Quercus salicina"
骨(子牛),Bovidae (calf)
動物骨(鯨類),Cetaceans
炭化種子(アズキ),Vigna angularis
薄板(針葉樹の樹皮),Coniferae
杭(スギ),Cryptomeria japonica
曲物側板,
焼杭,
歯(ウマ),Equus caballus
泥炭･炭化物,
漆状有機物,
材(ヒサカキ),Eurya japonica
材(サカキ),Cleyera japonica
炭化材(トネリコ属クヌギ節),"Fraxinus sp., Quercus section Cerris [acutissima]"
貝片,Mollusca
巻貝,Mollusca
木材片(部位不明）,
貝殻(カワアイ),Cerithidea djadjariensis
貝(カワアイ),Cerithidea djadjariensis
木材片(部位不明),
貝殻(巻貝),Mollusca
木材片(枝材),
植物片(茎),Plantae (stem)
炭化材片(部位不明),
植物片(草本),Plantae (herbaceous)
種子(桃核),Prunus persica
スギ炭化材,Cryptomeria japonica
スギ生材,Cryptomeria japonica
アズキ炭化種子,Vigna angularis
針葉樹炭化片,Coniferae
スギ材(横板),Cryptomeria japonica
スギ材(杭),Cryptomeria japonica
葉片,Plantae (leaf)
炭化材(複数個体),
炭化材(散光材),
種実(クルミ核),Juglans sp.
木材(矢板),
木材(柱),
木材(横板;西),
木材(横板;東）,
木材（横板）,
木材（矢板）,
木材(芯材),
木材(杭),
種実(トチ果実),Aesculus turbinata
木片(横板材),
木片(矢板材),
木片(板材),
木片(丸太),
木片(粗朶),
木片(杭材),
種実(ムクロジ),Sapindus mukorossi
炭化物(炭化材),
炭化物(炭化材:クスノキ科),Lauraceae
炭化材(鉄滓付着),
黒色土(粘土質シルト),
歯(馬),Equus caballus
枝材,
埋れ木,
木材(クマシデ属イヌワシ節),Carpinus sp.
土器片付着炭化物,
木炭(コナラ属アカガシ亜属),Quercus subgenus Cyclobalanopsis
炭化物(木炭),
イシガニ(イシガニ科),Charybdis japonica
炭化材?木材?(コナラ属アカガシ亜属),Quercus subgenus Cyclobalanopsis
種実遺体(モモ),Prunus persica
木材(ススキ属の葉茎),Miscanthus sp.
炭化材(コナラ属アカガシ亜属･カキノキ属),"Quercus sp., Quercus subgenus Cyclobalanopsis, Diospyros sp."
材(針葉樹),Coniferae
動物骨(ウマ),Equus caballus
木材(マツ属),Pinus sp.
土壌?,
炭化材(水洗),
木材(散孔材6-7年輪分),
塗膜(漆?),
炭片(ブナ科),Fagaceae
炭化材(コナラ属コナラ節）,Quercus sect. Quercus
炭化材(針葉樹?枝材),
種実(アラカシ),Quercus glauca
土器付着炭化物(スス),
樹木(コナラ属アカガシ亜属),Quercus subgenus Cyclobalanopsis
樹木(コナラ属クヌギ節),Quercus section Cerris [acutissima]
樹木(マツ属複維管束亜属),Pinus subgenus. Pinus
サザエ,Turbo sazae
貝殻片(マガキガイ),Conomurex luhuanus
貝殻片(イトマキボラ),Pleuroploca trapezium
貝殻片(クロフモドキ?),Conus leopardus
貝殻片(シャコガイ),Tridacninae
貝殻片(シラクモガイ),Mancinella [Thais] armigera
貝殻片(サラサバティ),Rochia [Tectus] niloticus
貝殻片(アラヌノメガイ）,Periglypta reticulata
人骨(左内側楔状骨),Homo sapiens
人骨(上位左肋骨),Homo sapiens
炭化材(シイ属:オキナワジイ),"Castanopsis sp., Castanopsis sieboldii "
炭化材(マツ属複維管束亜属:リュウキュウマツ),"Pinus sp., Pinus subgenus Pinus (diploxylon pines), Pinus luchuensis"
炭化材(広葉樹:散孔材),Angliosperms
炭化材(フヨウ属ハマボウ節),"Hibiscus sp., Hibiscus hamabo (section)"
貝(海産:ミナミマガキ),Magallana bilineata [Crassostrea iredalei]
貝(汽水:カバクチカノコ),Neritina pulligera
貝(海産:カンギク?),Turbo coronoatus coronatus
貝(海産:マツヤマワスレ?),Callista chinensis
貝(海産:ギンタカハマ?),Tectus pyramis
貝(海産:マルスダレガイ科?),Veneridae
貝(海産:トコブシ･ナガラメ型),"Haliotis diversicolor [aquatilis] [Sulculus diversicolor supertexta], Haliotis diversicolor aquatilis"
貝(汽水:シレナシジミ?､貝器),Geloina expansa [yaeyamensis]?
海産貝類(ハイガイ),Tegillarca granosa
淡水貝類(カワニナ),Semisulcospira libertina
炭化物(固結化),
海産貝類(ハイガイ:固結化),Tegillarca granosa
汽水貝類(シレナシジミ),Geloina expansa [yaeyamensis]
カニ(腹節),Brachyura (crab)
陸産貝類(カタツムリ),Mollusca
海産貝類(マルスダレガイ科),Veneridae
カニ(鉗節),Brachyura (crab)
カニ(鉗脚),Brachyura (crab)
陸生貝類(カタツムリ),Mollusca
獣骨(ウシ下顎骨),Bovidae
海産貝類(ヒメジャコ),Tridacna crocea
海産貝類(マガキ),Crassostrea gigas
獣骨(イノシシ),Sus scrofa
炭化物(イノシシ骨付着),Sus scrofa
汽水貝類?(シレナシジミ?),Geloina expansa [yaeyamensis]?
サザエの蓋,Turbo sazae
炭化材(ヒイラギ?),Osmanthus heterophyllus
貝(モチツキザラ),Cyclotellina remies
貝(ヒメシャコガイ),Tridacna crocea
貝(シャゴウガイ),Tridacna maxima
貝(ヌノメガイ),Periglypta puerper
貝(ウラツキガイ),Codakia paytenorum
貝(クモガイ),Lambis lambis
サンゴ,Anthozoa (corals)
貝(チョウセンサザエ),Turbo (Marmarostoma) argyrostomus
炭化材(フカノキ),Schefflera heptaphylla
炭化材(クスドイゲ),Xylosma congesta
オオムギ,Hordeum vulgare
人骨(頭骨片),Homo sapiens
人骨(右上腕骨),Homo sapiens
人骨(左橈骨),Homo sapiens
人骨(脛骨),Homo sapiens
人骨(左尺骨),Homo sapiens
人骨(左下顎骨),Homo sapiens
人骨(左上腕骨),Homo sapiens
動物骨(イノシシ:上腕骨),Sus scrofa
動物骨(イノシシ:四肢骨片),Sus scrofa
イノシシ(上肢骨:肩甲骨),Sus scrofa
ネズミ(大腿骨),Rodentia
土器付着食物残渣,
葉(ヤブニッケイ),Cinnamomum yabunikkei
人骨( 第1号人骨）,Homo sapiens
歯(イノシシ犬歯),Sus scrofa
貝(オオツタノハ),Scutellastra [Patella] optima
貝(アマオブネ),Nerita albicilla
貝(巻貝),Mollusca
土壌中腐植,
貝(タカラガイの仲間),Cypraeidae?
貝(ヤコウガイ),Turbo marmoratus
貝(シレナシジミ:汽水産),Geloina expansa [yaeyamensis]
貝(カワニナ:淡水産),Semisulcospira libertina
貝(イモガイ:海産),Conoidea
貝(カタツムリ:陸産貝),Mollusca
貝(サザエ:海産),Turbo sazae
薄手土器,
人骨(右第1中足骨),Homo sapiens
人骨(腓骨),Homo sapiens
人骨(肋骨片),Homo sapiens
人骨(左大腿骨),Homo sapiens
イノシシ(橈骨),Sus scrofa
イノシシ(肋骨),Sus scrofa
イノシシ(右脛骨),Sus scrofa
イノシシ(下顎M3),Sus scrofa
イノシシ?(下顎骨),Sus scrofa
イノシシ(四肢骨),Sus scrofa
イノシシ(脛骨),Sus scrofa
イノシシ(頭骨片),Sus scrofa
イノシシ?(上顎骨),Sus scrofa
イノシシ(上顎骨),Sus scrofa
貝(シャコガイ),Tridacninae
イノシシ(大腿骨?),Sus scrofa
貝(サザエ:貝殻蓋),Turbo sazae
貝(イモガイ),Conoidea
イノシシ(下顎骨),Sus scrofa
人骨(下顎骨),Homo sapiens
人骨(肩甲骨),Homo sapiens
人骨(右側頭骨),Homo sapiens
人骨(頭頂骨),Homo sapiens
人骨(大腿骨?),Homo sapiens
イノシシ(左脛骨),Sus scrofa
イノシシ(中手/中足骨),Sus scrofa
イノシシ(右橈骨),Sus scrofa
イノシシ(右下顎骨+歯),Sus scrofa
イノシシ(右頭頂骨),Sus scrofa
イノシシ(右上腕骨),Sus scrofa
イノシシ(左上顎M2),Sus scrofa
イノシシ(右上顎骨+歯),Sus scrofa
イノシシ(左下顎骨+歯),Sus scrofa
イノシシ(左下顎C),Sus scrofa
イノシシ(右上顎P2),Sus scrofa
イノシシ(右上顎11),Sus scrofa
"イノシシ(左下顎P3,P4,M1)",Sus scrofa
ウシ(下顎骨+歯),Bos taurus
人骨(頭蓋冠),Homo sapiens
人骨(右頭頂骨片),Homo sapiens
人骨(右第2中足骨),Homo sapiens
人骨(左大腿骨上部),Homo sapiens
人骨(右腓骨骨体部片),Homo sapiens
人骨(後頭骨),Homo sapiens
炭化種子(タブノキ),Machilus thunbergii
炭化種子片,Plantae (seed)
種実果皮,"Plantae (seed, fruit)"
炭化材(イチジク属),Ficus sp.
炭化材(アカテツ属),Planchonella sp.
人骨(右第二中足骨),Homo sapiens
果実(シイノキ属),Castanopsis sp.
材片(バーキの材片),Theaceae or Betulaceae? バーキ [not found?]
炭化材(リュウキュウマツ),Pinus luchuensis
動物骨(ブタ:肋骨),Sus scrofa domesticus
骨(ブタ肋骨),Sus scrofa domesticus
人骨(左肋骨),Homo sapiens
人骨(指骨),Homo sapiens
木片(イチジク属オオイタビ節),"Ficus sp., Ficus section (subgenus Synoecia)"
炭化材(炭質物),
炭化材(マツ属複維管束亜属:節),Pinus subgenus. Pinus
動物骨(ウマ:下顎骨),Equus caballus
動物骨(イノシシ:下顎骨R),Sus scrofa
炭化種実(コムギ:炭化胚乳完形),Triticum sp.
炭化材(ヒルギ科?),Rhizophoraceae
炭化材(ヤシ科またはタコノキ科),"Pinaceae, Pandanaceae"
骨(イノシシ上腕骨),Sus scrofa
骨(イノシシ臼歯),Sus scrofa
人骨細片,Homo sapiens
貝(オオシラナミ),Tridacna maxima
骨(ヒト:乳児大腿骨 ),Homo sapiens
骨(ヒト:幼児肋骨),Homo sapiens
骨(ヒト:成人上顎切歯),Homo sapiens
炭化種実(イネ･コムギ･アワ･マメ科),"Oryza sativa, Triticum sp., Setaria italica, Fabaceae"
炭化種実(コムギ:胚乳),Triticum sp.
炭化種実(オオムギ･コムギ),"Hordeum vulgare, Triticum sp."
炭化種実(イネ:胚乳),Oryza sativa
化石マイクロアトール,Anthozoa
生材(サガリバナ?),Barringtonia racemosa
炭化材?(樹皮?),
炭化核(エゴノキ),Styrax japonicus
サガリバナ生材,Barringtonia racemosa
炭化材(広葉樹:樹皮),Angliosperms
種実(堅果?)生材,"Plantae (seed, fruit)"
植物生材(樹皮),
サキシマスオウ生材,Heritiera littoralis
炭化材(ヒルギ科),Rhizophoraceae
植物生材(散孔材),
植物生材,
草本類生材,Plantae (herbaceous)
トウガタガイ科オオシイノミクチキレ(Milda ventricosa),"Pyramidellidae, Milda ventricosa, Milda ventricosa"
マルスダレガイ科ヌノメガイ(Periglypta puerpera),"Veneridae, Periglypta puerper, Periglypta puerpera"
フトコロガイ科フトコロガイ(Euplica versicolor),Euplica versicolor
腹足綱貝類の螺軸,Mollusca
オニノツノガイ科オオシマカニモリ(Clypeomorus subbrevicula),"Cerithiidae, Clypeomorus subbrevicula, Clypeomorus subbrevicula"
ウニ(棘),Echinoidea (sea urchin)
トウガタカワニナ科ヌノメカワニナ(Melanoides tuberculata Muller),Melanoides tuberculata
サキシマスオウ炭化材,Heritiera littoralis
炭化材(サガリバナ),Barringtonia racemosa
サガリバナ生根材,Barringtonia racemosa
炭化材(落葉広葉樹か),
炭化材(柱かクリ?),Castanea crenata
炭化材(枝状),
土器付着物・胴下部内,
土器付着物・口縁内面,
種実(ニワトコ属),Sambucus sp.
炭化種子(堅果類果皮),Plantae (nut)
種実(クルミ?),Juglans sp.
種実(シイ),Castanopsis sp.
種実(シイ?),Castanopsis sp.
種実(アサ果実),Cannabis sativa
幹材(サワラ),Chamaecyparis pisifera
枝材(泥炭層中部),
根材,Plantae (root)
炭化材(針葉樹か?),
種実（クルミ殻皮）,Juglans sp.
炭化材（散孔材?）,
炭化種実（クルミ殻皮）,Juglans sp.
種実（ドングリ?）,Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)
種実（ドングリ?殻皮）,Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)
貝(イタボガキ),Ostrea denselamellosa
土器付着物・胴内面,
土器付着物・胴下内面,
炭化材（タケ）,Bambusoideae
炭化材（クヌギ属?樹幹）,Quercus sp.
炭化材（クヌギ属?枝）,Quercus sp.
土器付着物・胴内,
土器付着物・底内,
炭化材(火災住居垂木樹幹:コナラ?),Quercus serrata
炭化種実（アズキ類 種子）,Vigna angularis
炭化種実(オニグルミ 核),Juglans mandshurica
炭化種実(クリ? 子葉),Castanea crenata
土器付着炭化物(雑穀?）,Poaceae (Paniceae)
炭化種実（オオムギ炭化穎果）,Hordeum vulgare
炭化種実（イネ炭化穎果）,Oryza sativa
炭化材(木炭),
炭化材(エゴノキ),Styrax japonicus
炭化材(イネ科タケ亜種),Bambusoideae
炭化種実(トチ:果皮),Aesculus turbinata
炭化種実(シイ:果実),Castanopsis sp.
種実(ドングリ:アラカシ),"Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis), Quercus glauca"
土器付着煤? ドングリ?,Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)
貝殻（ヤマトシジミ）,Corbicula japonica 
木材（流木?）,
板材（カヤ）,Torreya nucifera
杭材（針葉樹）,Coniferae
炭化材(針葉樹か・樹幹),
堅果類植物遺体(コナラ属),Quercus sp.
堅果類植物遺体(アラカシ近似種),Quercus glauca
堅果類植物遺体(アカガシ亜属),Quercus subgenus Cyclobalanopsis
堅果類植物遺体(アカガシ-ツクバネガシ),Quercus acuta / Quercus sessilifolia
堅果類植物遺体(アカガシ),Quercus acuta
種実(トチノキ:種子),Aesculus turbinata
種実(クルミ:核),Juglans sp.
種実(アカガシ亜属:果実),Quercus subgenus Cyclobalanopsis
種実(コナラ属:果実),Quercus sp.
種実(オニグルミ:核),Juglans mandshurica
種実(マツ科:球果),Pinaceae
種実(クリ:核),Castanea crenata
種実(クリ:果実),Castanea crenata
丸木弓(イヌガヤ),Cephalotaxus harringtonia
編物タテ材(スギ),Cryptomeria japonica
編物ヨコ材(スギ),Cryptomeria japonica
編物タテ材(マタタビ属),Actinidia sp.
編物ヨコ材(スギ根材),Cryptomeria japonica
編物タテ材(アスナロ),Thujopsis dolabrata
編物ヨコ材(アスナロ),Thujopsis dolabrata
種実(ナラガシワ:果実),Quercus aliena
種実(クヌギ:果実),Quercus acutissima
木炭(ハンノキ亜属),NA
木炭(トネリコ属),NA
木炭(ニレ属),NA
炭化物(ヨシ属),NA
木炭(カツラ),NA
炭化種子(ウメ核),NA
炭化種子(サワグルミ),NA
木炭(コナラ属コナラ節またはクリ),NA
木炭(カエデ属),NA
木炭(クリ･ブナ属),NA
木炭(クリ･ミズキ･クワ属),NA
炭化草本(ヨシ属),NA
炭化オニグルミ核,NA
炭化トチノキ種皮,NA
炭化クリ果皮,NA
炭化堅果類,NA
木炭(マタタビ科マタタビ属),NA
炭化クルミ核,NA
木炭(ヤナギ属),NA
木炭(ウコギ科ハリギリ属ハリギリ),NA
木炭(アスナロ),NA
炭化材(ハイノキ科ハイノキ属),NA
炭化材(モクセイ科トネリコ属),NA
炭化材(単子葉植物),NA
木炭(イネ科),NA
木炭(サワグルミ),NA
木炭(イヌガヤ),NA
木炭(ハンノキ属ヤシャブシ亜属),NA
木炭(ヒノキ科アスナロ属),NA
木炭(イチイ科イチイ属イチイ),NA
木炭(クワ科クワ属),NA
木炭(イネ科カヤ類),NA
木炭(イネ科タケ亜科),NA
木炭(モクセイ科トネリコ属),NA
木炭(マタタビ属),NA
木炭(ニシキギ属),NA
焼骨(大型陸獣),NA
焼骨(大型陸獣･中手/中足骨),NA
焼骨(大型陸獣･大腿骨),NA
焼骨(シカ?･基節骨),NA
焼骨(焼獣骨),NA
土器付着漆塗膜,NA
貝殻(アサリ),NA
炭化種実(クリ?),NA
生材･枝,NA
炭化オニグルミ,NA
ウネナシトマヤガイ,NA
