"Material_Classification","Material_Details_JPN","inconsistent","Materials_Details_EN","Materials_Detail_Identification_EN","Materials_Detail_Other_EN","Materials_Detail_Notes_EN"
"Wood","木材(ヌルデ)",0,"material wood Chinese sumac (Brucea javanica syn. Rhus)​","Chinese sumac (Brucea javanica syn. Rhus)​","material wood",""
"Wood","木材(ネジキ)",0,"material wood nejiki (Lyonia ovalifolia)","nejiki (Lyonia ovalifolia)","material wood",""
"Wood","木材(ネズコ)",0,"material wood Japanese arborvitae (Thuja standishii)​","Japanese arborvitae (Thuja standishii)​","material wood",""
"Wood","木材(ノグルミ)",0,"material wood walnut (Juglans sp.)","walnut (Juglans sp.)","material wood",""
"Wood","木材(ハイノキ属ハイノキ節)",0,"material wood hainoki (Symplocos sp.)","hainoki (Symplocos sp.)","material wood",""
"Wood","木材(ハイノキ節)",0,"material wood hainoki (Symplocos sp.)","hainoki (Symplocos sp.)","material wood",""
"Wood","木材(バラ属)",0,"material wood rose (Rosa sp.)","rose (Rosa sp.)","material wood",""
"Wood","木材(バラ属）",0,"material wood rose (Rosa sp.)","rose (Rosa sp.)","material wood",""
"Wood","木材(バラ科ナシ亜科)",0,"material wood Rosaceae Pear (Pyrus)=Maleae subfamily","Rosaceae Pear (Pyrus)=Maleae subfamily","material wood",""
"Wood","木材(ハリギリ)",0,"material wood castor aralia (Kalopanax septemlobus)","castor aralia (Kalopanax septemlobus)","material wood",""
"Wood","木材(ハンノキ)",0,"material wood Japanese alder (Alnus japonica)​","Japanese alder (Alnus japonica)​","material wood",""
"Wood","木材(ハンノキ亜属)",0,"material wood Japanese alder (Alnus japonica)​","Japanese alder (Alnus japonica)​","material wood",""
"Wood","木材(ハンノキ属)",0,"material wood alder (Alnus sp.)​","alder (Alnus sp.)​","material wood",""
"Wood","木材(ハンノキ属の一種)",0,"material wood alder (Alnus sp.)​","alder (Alnus sp.)​","material wood",""
"Wood","木材(ハンノキ属ハンノキ亜属?)",0,"material wood Japanese alder (Alnus japonica)​ alder (Alnus sp.)​","Japanese alder (Alnus japonica)​ alder (Alnus sp.)​","material wood",""
"Wood","木材(ハンノキ属ハンノキ亜属)",0,"material wood Japanese alder (Alnus japonica)​ alder (Alnus sp.)​","Japanese alder (Alnus japonica)​ alder (Alnus sp.)​","material wood",""
"Wood","木材(ハンノキ属ヤシャブシ亜属)",0,"material wood alder (Alnus sp.)​ alder yashabushi (Alnus firma)","alder (Alnus sp.)​ alder yashabushi (Alnus firma)","material wood",""
"Wood","木材(ハンノキ節)",0,"material wood Japanese alder (Alnus japonica)​","Japanese alder (Alnus japonica)​","material wood",""
"Wood","木材(ヒサカキ)",0,"material wood Sakaki (Cleyera japonica)","Sakaki (Cleyera japonica)","material wood",""
"Wood","木材(ヒサカキ）",0,"material wood Sakaki (Cleyera japonica)","Sakaki (Cleyera japonica)","material wood",""
"Wood","木材(ヒトツバタゴ)",0,"material wood Chinese fringe tree (Chionanthus retusus)​","Chinese fringe tree (Chionanthus retusus)​","material wood",""
"Wood","木材(ヒノキ)",0,"material wood hinoki cypress (Chamaecyparis obtusa)","hinoki cypress (Chamaecyparis obtusa)","material wood",""
"Wood","木材(ヒノキ属)",0,"material wood cypress (Chamaecyparis sp.)","cypress (Chamaecyparis sp.)","material wood",""
"Wood","木材(ヒノキ属の一種)",0,"material wood cypress (Chamaecyparis sp.)","cypress (Chamaecyparis sp.)","material wood",""
"Wood","木材(ヒノキ科)",0,"material wood hinoki cypress (Chamaecyparis obtusa)","hinoki cypress (Chamaecyparis obtusa)","material wood",""
"Wood","木材(ブナ)",0,"material wood beech (Fagaceae)","beech (Fagaceae)","material wood",""
"Wood","木材(ブナ属)",0,"material wood beech (Fagus sp.)","beech (Fagus sp.)","material wood",""
"Wood","木材(ホルトノキ属)",0,"material wood horutonoki tree (Elaeocarpus sylvestris var. ellipticus)","horutonoki tree (Elaeocarpus sylvestris var. ellipticus)","material wood",""
"Wood","木材(マキ属)",0,"material wood plum pine (Podocarpus sp.)​","plum pine (Podocarpus sp.)​","material wood",""
"Wood","木材(マツ)",0,"material wood pine (Pinus sp.)","pine (Pinus sp.)","material wood",""
"Wood","木材(マツ属orクリ)",0,"material wood chestnut (Castanea crenata) pine (Pinus sp.)","chestnut (Castanea crenata) pine (Pinus sp.)","material wood",""
"Wood","木材(マツ属単維管束亜属)",0,"material wood pine (Pinus sp.) subgen single vascular","pine (Pinus sp.) subgen single vascular","material wood",""
"Wood","木材(マツ属複維官束亜属",0,"material wood pine (Pinus sp.) subgen compound vascular","pine (Pinus sp.) subgen compound vascular","material wood",""
"Wood","木材(マツ属複維束亜属)",0,"material wood pine (Pinus sp.) subgen compound vascular","pine (Pinus sp.) subgen compound vascular","material wood",""
"Wood","木材(マツ属複維管束亜属)",0,"material wood pine (Pinus sp.) subgen compound vascular","pine (Pinus sp.) subgen compound vascular","material wood",""
"Wood","木材(マツ複維管束亜属)",0,"material wood pine (Pinus sp.) subgen compound vascular","pine (Pinus sp.) subgen compound vascular","material wood",""
"Wood","木材(マユミ)",0,"material wood Japanese spindle tree (Euonymus sieboldianus)","Japanese spindle tree (Euonymus sieboldianus)","material wood",""
"Wood","木材(ミズキ)",0,"material wood dogwood (Cornus controversa)","dogwood (Cornus controversa)","material wood",""
"Wood","木材(ミズキ属)",0,"material wood dogwood (Cornus controversa)","dogwood (Cornus controversa)","material wood",""
"Wood","木材(ムクノキ)",0,"material wood oriental elm (Aphananthe aspera)","oriental elm (Aphananthe aspera)","material wood",""
"Wood","木材(ムクロジ)",0,"material wood soapberry (Sapindaceae)","soapberry (Sapindaceae)","material wood",""
"Wood","木材(ムラサキシキブ属)",0,"material wood beautyberry (Callicarpa sp.)","beautyberry (Callicarpa sp.)","material wood",""
"Wood","木材(モクレン属)",0,"material wood magnolia (Magnolia sp.)","magnolia (Magnolia sp.)","material wood",""
"Wood","木材(モミ)",0,"material wood fir (Abies sp.)","fir (Abies sp.)","material wood",""
"Wood","木材(モミ属)",0,"material wood fir (Abies sp.)","fir (Abies sp.)","material wood",""
"Wood","木材(ヤナギ)",0,"material wood willow (Salix sp.)","willow (Salix sp.)","material wood",""
"Wood","木材(ヤナギ属)",0,"material wood willow (Salix sp.)","willow (Salix sp.)","material wood",""
"Wood","木材(ヤブツバキ)",0,"material wood wild camellia (Camellia japonica)","wild camellia (Camellia japonica)","material wood",""
"Wood","木材(ヤブニッケイ)",1,"material wood Japanese cinnamon (Cinnamomum yabunikkei syn. pedunculatum)","Japanese cinnamon (Cinnamomum yabunikkei syn. pedunculatum)","material wood",""
"Wood","木材(ヤマグワ、カラスザンショウ)",0,"material wood Chinese mulberry (Morus australis syn bombycis) ailanthus-like prickly ash (Zanthoxylum ailanthoides)","Chinese mulberry (Morus australis syn bombycis) ailanthus-like prickly ash (Zanthoxylum ailanthoides)","material wood",""
"Wood","木材(ヤマグワ)",0,"material wood Chinese mulberry (Morus australis syn bombycis)","Chinese mulberry (Morus australis syn bombycis)","material wood",""
"Wood","木材(ユズリハ属)",0,"material wood yuzuriha (Daphniphyllum sp.)","yuzuriha (Daphniphyllum sp.)","material wood",""
"Wood","木材(リンボク)",0,"material wood Rinboku cherry (Prunus spinulosa)","Rinboku cherry (Prunus spinulosa)","material wood",""
"Wood","木材(丸木舟:センダン)",0,"material wood log/trunk boat /canoe chinaberry tree (Melia azedarach)","chinaberry tree (Melia azedarach)","material wood log/trunk boat /canoe",""
"Wood","木材(大:スダジイ)",0,"material wood Itajii tree (Castanopis sieboldi)","Itajii tree (Castanopis sieboldi)","material wood",""
"Wood","木材(小:シキミ)",0,"material wood Japanese star anise (Illicum religiosum)","Japanese star anise (Illicum religiosum)","material wood",""
"Wood","木材(広葉樹･環孔材)",0,"material wood ring porous hardwood","","material wood ring porous hardwood",""
"Wood","木材(広葉樹)",0,"material wood hardwood","","material wood hardwood",""
"Wood","木材（広葉樹）",0,"material wood hardwood","","material wood hardwood",""
"Wood","木材（広葉樹枝）",0,"material wood branch hardwood","","material wood branch hardwood",""
"Wood","木材(広葉樹環孔材)",0,"material wood ring porous hardwood","","material wood ring porous hardwood",""
"Wood","木材(散孔材)",0,"material wood","","material wood",""
"Wood","木材(木杭:広葉樹)",0,"material wood wooden stake wooden stake hardwood","","material wood wooden stake wooden stake hardwood",""
"Wood","木材(柱材:ハイノキ属)",0,"material wood post/pillar hainoki (Symplocos sp.)","hainoki (Symplocos sp.)","material wood post/pillar",""
"Wood","木材(樹木)",0,"material wood tree","","material wood tree",""
"Wood","木材(樹皮)",0,"material wood bark","","material wood bark",""
"Wood","木材(環孔材)",0,"material wood ring porous","","material wood ring porous",""
"Wood","木材(竹)",0,"material wood bamboo","","material wood bamboo",""
"Wood","木材（臼･クスノキ）",0,"material wood camphor tree (Cinnamomum camphora)","camphor tree (Cinnamomum camphora)","material wood",""
"Wood","木材(舟)",0,"material wood boat /canoe","","material wood boat /canoe",""
"Wood","木材(落葉広葉樹)",0,"material wood Deciduous hardwood","","material wood Deciduous hardwood",""
"Wood","木材(針葉樹･スギ?)",0,"material wood Coniferae Japanese cedar (Cryptomeria japonica)","Coniferae Japanese cedar (Cryptomeria japonica)","material wood",""
"Wood","木材(針葉樹)",0,"material wood Coniferae","Coniferae","material wood",""
"Wood","木材(針葉樹の樹皮)",0,"material wood bark Coniferae","Coniferae","material wood bark",""
"Wood","木材と泥炭",0,"material wood peat","","material wood peat",""
"Wood","木材樹皮(広葉樹)",0,"material wood bark hardwood","","material wood bark hardwood",""
"Wood","木材片",0,"material wood","","material wood",""
"Wood","木材片,炭化材片",0,"carbonized material wood","","carbonized material wood",""
"Wood","木材遺体(モクレン属)",0,"material wood magnolia (Magnolia sp.)","magnolia (Magnolia sp.)","material wood",""
"Wood","木杭",0,"wooden stake wooden stake","","wooden stake wooden stake",""
"Wood","木杭(K20011)",0,"wooden stake wooden stake","","wooden stake wooden stake",""
"Wood","木杭(K22666)",0,"wooden stake wooden stake","","wooden stake wooden stake",""
"Wood","木杭(ハイノキ属)",0,"wooden stake wooden stake hainoki (Symplocos sp.)","hainoki (Symplocos sp.)","wooden stake wooden stake",""
"Wood","木杭(マツ属)",0,"wooden stake wooden stake pine (Pinus sp.)","pine (Pinus sp.)","wooden stake wooden stake",""
"Wood","木杭K20011",0,"wooden stake wooden stake","","wooden stake wooden stake",""
"Wood","木杭K22666",0,"wooden stake wooden stake","","wooden stake wooden stake",""
"Wood","木杭№2",0,"wooden stake wooden stake","","wooden stake wooden stake",""
"Wood","木杭№3",0,"wooden stake wooden stake","","wooden stake wooden stake",""
"Wood","木枝片",0,"branch","","branch",""
"Wood","木柱",0,"wooden post post/pillar","","wooden post post/pillar",""
"Wood","木株",0,"wood","","",""
"Wood","木片",1,"wood frag","","wood frag",""
"Wood","木片(アスナロ)",0,"wood frag hatchet-leaved arbor-vitae (Thujopsis dolabrata)","hatchet-leaved arbor-vitae (Thujopsis dolabrata)","wood frag",""
"Wood","木片(イスノキ)",0,"wood frag winter hazel (Dictylium racemosum)","winter hazel (Dictylium racemosum)","wood frag",""
"Wood","木片(イチイガシ)",0,"wood frag red bark oak (Quercus gilva)","red bark oak (Quercus gilva)","wood frag",""
"Wood","木片（イチイ科カヤ属カヤ）",0,"wood frag Japanese nutmeg tree​ (Torreya nucifera) Japanese yew (Taxus cuspidata)​","Japanese nutmeg tree​ (Torreya nucifera) Japanese yew (Taxus cuspidata)​","wood frag",""
"Wood","木片(ウツギ属)",0,"wood frag deutzia (Deutzia sp.)","deutzia (Deutzia sp.)","wood frag",""
"Wood","木片(ウルシ科ウルシ属)",0,"wood frag poison oak/ivy (Toxicodendron sp.)","poison oak/ivy (Toxicodendron sp.)","wood frag",""
