"MaterialTypeUniqueID","Material_Classification","Material_Details_JPN","Material_Details_EN","inconsistent"
2226,"Charred Remain","炭化材等",NA,FALSE
2231,"Charred Remain","炭化植物",NA,TRUE
2232,"Charred Remain","炭化植物(イネ科)",NA,FALSE
2234,"Charred Remain","炭化植物(草本類)",NA,FALSE
2235,"Charred Remain","炭化植物片(エノキ属、タケ亜科)",NA,FALSE
2236,"Charred Remain","炭化植物片(クリ、イネ科)",NA,FALSE
2237,"Charred Remain","炭化植物片(タケ･ササ類)",NA,FALSE
2238,"Charred Remain","炭化植物片（花柱または柱頭）",NA,FALSE
2239,"Charred Remain","炭化植物遺体",NA,TRUE
2240,"Charred Remain","炭化植物遺体･草本？",NA,FALSE
2241,"Charred Remain","炭化植物遺体(イネ科)",NA,FALSE
2243,"Charred Remain","炭化植物遺体(イネ科草本)",NA,FALSE
2244,"Charred Remain","炭化植物遺体(タケ)",NA,FALSE
2245,"Charred Remain","炭化植物遺体（タケ亜科）",NA,FALSE
2246,"Charred Remain","炭化植物遺体(ヨシ属茎)",NA,FALSE
2247,"Charred Remain","炭化植物遺体（単子葉類）",NA,FALSE
2248,"Charred Remain","炭化植物遺体（双子葉類）",NA,FALSE
2249,"Charred Remain","炭化植物遺体(稈)(イネ科)",NA,FALSE
2250,"Charred Remain","炭化植物遺体(草本)",NA,FALSE
2251,"Charred Remain","炭化植物遺体（草本）",NA,FALSE
2252,"Charred Remain","炭化植物遺体(草本植物)",NA,FALSE
2253,"Charred Remain","炭化植物遺体(部位不明)",NA,FALSE
2254,"Charred Remain","炭化樹皮",NA,FALSE
2255,"Charred Remain","炭化樹皮（壁材もしくは屋根材）",NA,FALSE
2256,"Charred Remain","炭化物",NA,TRUE
2258,"Charred Remain","炭化物・材",NA,FALSE
2259,"Charred Remain","炭化物･材",NA,FALSE
2260,"Charred Remain","炭化物・材 クルミ",NA,FALSE
2261,"Charred Remain","炭化物・材（クリ）",NA,FALSE
2262,"Charred Remain","炭化物・材（コナラ節）",NA,FALSE
2263,"Charred Remain","炭化物･材(シイノキ属)",NA,FALSE
2264,"Charred Remain","炭化物・材（ハンノキ亜属）",NA,FALSE
2265,"Charred Remain","炭化物・材（ブドウ属）",NA,FALSE
2266,"Charred Remain","炭化物・材（小枝）",NA,FALSE
2267,"Charred Remain","炭化物・材（枝）",NA,FALSE
2268,"Charred Remain","炭化物・材（樹皮）",NA,FALSE
2269,"Charred Remain","炭化物・材（節）",NA,FALSE
2270,"Charred Remain","炭化物・材（針葉樹）",NA,FALSE
2271,"Charred Remain","炭化物・植物遺体（タケ亜科、稈）",NA,FALSE
2272,"Charred Remain","炭化物・植物遺体（単子葉類）",NA,FALSE
2280,"Charred Remain","炭化物？",NA,TRUE
2285,"Charred Remain","炭化物(アスナロ)",NA,FALSE
2286,"Charred Remain","炭化物(イチイ)",NA,FALSE
2287,"Charred Remain","炭化物(イネ属)",NA,FALSE
2288,"Charred Remain","炭化物(イネ科)",NA,FALSE
2289,"Charred Remain","炭化物（イネ科）",NA,FALSE
2290,"Charred Remain","炭化物(イネ科稈)",NA,FALSE
2291,"Charred Remain","炭化物（ウルシ科）",NA,FALSE
2292,"Charred Remain","炭化物(オニグルミ)",NA,TRUE
2294,"Charred Remain","炭化物(カエデ属)",NA,FALSE
2295,"Charred Remain","炭化物（カエデ属）",NA,FALSE
2296,"Charred Remain","炭化物(カツラ)",NA,FALSE
2301,"Charred Remain","炭化物(クリ)",NA,TRUE
2303,"Charred Remain","炭化物(クルミ)",NA,TRUE
2309,"Charred Remain","炭化物(ケヤキ)",NA,FALSE
2310,"Charred Remain","炭化物（コナラ属）",NA,FALSE
2311,"Charred Remain","炭化物(コナラ属アカガシ亜属)",NA,FALSE
2312,"Charred Remain","炭化物(コナラ属クヌギ節)",NA,FALSE
2313,"Charred Remain","炭化物(コナラ属コナラ亜属クヌギ節)",NA,FALSE
2314,"Charred Remain","炭化物(コナラ属コナラ節)",NA,FALSE
2316,"Charred Remain","炭化物（コナラ節）",NA,FALSE
2318,"Charred Remain","炭化物(サクラ属)",NA,FALSE
2319,"Charred Remain","炭化物(タケ亜科)",NA,FALSE
2320,"Charred Remain","炭化物(トウヒ属カラマツ)",NA,FALSE
2323,"Charred Remain","炭化物(トネリコ属)",NA,FALSE
2326,"Charred Remain","炭化物(ハンノキ亜属)",NA,FALSE
2328,"Charred Remain","炭化物(ブナ科)",NA,FALSE
2329,"Charred Remain","炭化物(マツ属)",NA,FALSE
2331,"Charred Remain","炭化物(マツ属複維管束亜属)",NA,FALSE
2332,"Charred Remain","炭化物(モクレン属)",NA,FALSE
2333,"Charred Remain","炭化物(モミ属)",NA,FALSE
2334,"Charred Remain","炭化物(ヤナギ属)",NA,FALSE
2336,"Charred Remain","炭化物(ヤマグワ)",NA,FALSE
2338,"Charred Remain","炭化物(ワラビ炭化葉柄)",NA,FALSE
2341,"Charred Remain","炭化物（冬芽）",NA,FALSE
2352,"Charred Remain","炭化物（材）",NA,FALSE
2353,"Charred Remain","炭化物（材） フローテーション採集資料",NA,FALSE
2356,"Charred Remain","炭化物(樹木片)",NA,FALSE
2357,"Charred Remain","炭化物(樹皮)",NA,FALSE
2361,"Charred Remain","炭化物（炭化材と種実遺体（ヤマグワ、オニグルミ）が混在）",NA,FALSE
2362,"Charred Remain","炭化物（炭化材と種実遺体（広葉樹オニグルミ）が混在）",NA,FALSE
2372,"Charred Remain","炭化物(草本･イネ科稈)",NA,FALSE
2373,"Charred Remain","炭化物(草本?)",NA,FALSE
2374,"Charred Remain","炭化物(草本室茎)",NA,FALSE
2375,"Charred Remain","炭化物(草本類)",NA,FALSE
2579,"Charred Remain","炭化粒",NA,FALSE
2580,"Charred Remain","炭化紐",NA,FALSE
2581,"Charred Remain","炭化繊維",NA,FALSE
2583,"Charred Remain","炭化草本",NA,FALSE
2584,"Charred Remain","炭化草本（イネ科）",NA,FALSE
2585,"Charred Remain","炭化草本類",NA,TRUE
2587,"Charred Remain","炭化葉(ウシクサ族)",NA,FALSE
2589,"Charred Remain","炭化鱗茎",NA,TRUE
2591,"Charred Remain","炭片",NA,FALSE
2592,"Charred Remain","炭片(ヤナギ属)",NA,FALSE
2597,"Charred Remain","焼土内炭化物(不明広葉樹)",NA,FALSE
2853,"Charred Remain","砂岩板状礫（付着炭化材）（樹種不明・樹皮）",NA,FALSE
2915,"Charred Remain","種実,オオムギ,",NA,TRUE
2918,"Charred Remain","種実,オニグルミ,核",NA,TRUE
2933,"Charred Remain","種実,コメ,",NA,TRUE
3142,"Charred Remain","草本炭化物",NA,FALSE
3146,"Charred Remain","草本質炭化物",NA,FALSE
3284,"Charred Remain","遺構外採取炭化物 炭化材（クリ）",NA,FALSE
3285,"Charred Remain","遺構外採取炭化物 炭化材（コナラ節）",NA,FALSE
3292,"Charred Remain","銹着炭化材(モクレン属)",NA,FALSE
NA,"Charred Remain",NA,NA,FALSE
20,"Charred Seed","アズキ",NA,TRUE
24,"Charred Seed","アワ炭化胚乳",NA,FALSE
41,"Charred Seed","イネ",NA,TRUE
44,"Charred Seed","イネ炭化種子",NA,FALSE
45,"Charred Seed","イネ炭化胚乳",NA,FALSE
46,"Charred Seed","イネ科B炭化種子",NA,FALSE
80,"Charred Seed","オニグルミ炭化核",NA,FALSE
81,"Charred Seed","オニグルミ炭化核?",NA,FALSE
111,"Charred Seed","キハダ",NA,TRUE
129,"Charred Seed","クリ炭化子葉",NA,FALSE
134,"Charred Seed","クルミ",NA,TRUE
138,"Charred Seed","クルミ属堅果",NA,FALSE
141,"Charred Seed","クルミ殻",NA,TRUE
142,"Charred Seed","クルミ種子",NA,TRUE
150,"Charred Seed","コナラ属炭化子葉",NA,FALSE
201,"Charred Seed","トチノキ炭化種子",NA,FALSE
213,"Charred Seed","ドングリ",NA,TRUE
217,"Charred Seed","ドングリ炭化種子",NA,FALSE
259,"Charred Seed","ヒエ",NA,TRUE
278,"Charred Seed","ブドウ科種子",NA,FALSE
310,"Charred Seed","ヤマブドウ種子",NA,FALSE
319,"Charred Seed","不明炭化子葉",NA,FALSE
320,"Charred Seed","不明種子",NA,TRUE
415,"Charred Seed","土器付着炭化物(アサ種実)",NA,FALSE
765,"Charred Seed","堅果",NA,FALSE
770,"Charred Seed","堅果（クルミ属内果皮）",NA,FALSE
776,"Charred Seed","堅果（炭化クルミ？）",NA,FALSE
777,"Charred Seed","堅果（炭化コナラ？）",NA,FALSE
778,"Charred Seed","堅果（炭化核、1片）",NA,FALSE
1265,"Charred Seed","木炭（炭化クルミ片）",NA,FALSE
1581,"Charred Seed","炭",NA,TRUE
1585,"Charred Seed","炭化?種実(不明種実)",NA,FALSE
1586,"Charred Seed","炭化イネ",NA,TRUE
1587,"Charred Seed","炭化イネ胚乳",NA,FALSE
1588,"Charred Seed","炭化オオムギ種子",NA,FALSE
1589,"Charred Seed","炭化オニグルミ内果皮",NA,FALSE
1590,"Charred Seed","炭化クリ子葉",NA,TRUE
1591,"Charred Seed","炭化クルミ",NA,FALSE
1592,"Charred Seed","炭化クルミ属内果皮",NA,FALSE
1593,"Charred Seed","炭化クルミ属内果皮片",NA,FALSE
1594,"Charred Seed","炭化クルミ属堅果片",NA,FALSE
1596,"Charred Seed","炭化クルミ片",NA,FALSE
1597,"Charred Seed","炭化コナラ属子葉",NA,FALSE
1598,"Charred Seed","炭化コメ",NA,FALSE
1600,"Charred Seed","炭化タデ科種子",NA,FALSE
1601,"Charred Seed","炭化ヒエ",NA,FALSE
1602,"Charred Seed","炭化ブドウ",NA,FALSE
1603,"Charred Seed","炭化ブドウ属種子",NA,FALSE
1605,"Charred Seed","炭化内果皮(オニグルミ)",NA,FALSE
1606,"Charred Seed","炭化堅果",NA,FALSE
1607,"Charred Seed","炭化堅果(コナラ属)",NA,FALSE
1608,"Charred Seed","炭化堅果(トチノキ)",NA,FALSE
1609,"Charred Seed","炭化子葉(イチイガシ)",NA,FALSE
1610,"Charred Seed","炭化子葉(クヌギ近似類)",NA,FALSE
1611,"Charred Seed","炭化子葉(コナラ属)",NA,FALSE
1633,"Charred Seed","炭化材･ヒメグルミ核",NA,FALSE
2227,"Charred Seed","炭化果実",NA,FALSE
2228,"Charred Seed","炭化果実(エゴマ)",NA,FALSE
2229,"Charred Seed","炭化栗",NA,FALSE
2230,"Charred Seed","炭化核(オニグルミ)",NA,FALSE
2273,"Charred Seed","炭化物・種子",NA,FALSE
2274,"Charred Seed","炭化物･種子(イネ)",NA,FALSE
2275,"Charred Seed","炭化物・種実",NA,FALSE
2276,"Charred Seed","炭化物･種実(オニグルミ核)",NA,FALSE
2277,"Charred Seed","炭化物・種実（クルミ）",NA,FALSE
2278,"Charred Seed","炭化物・種実（ブドウ）",NA,FALSE
2284,"Charred Seed","炭化物（アズキ）",NA,FALSE
2292,"Charred Seed","炭化物(オニグルミ)",NA,TRUE
2297,"Charred Seed","炭化物（キハダ種子）",NA,FALSE
2298,"Charred Seed","炭化物（キビ）",NA,FALSE
2299,"Charred Seed","炭化物(クリ･クルミ)",NA,FALSE
2300,"Charred Seed","炭化物(クリ？)",NA,FALSE
2301,"Charred Seed","炭化物(クリ)",NA,TRUE
2302,"Charred Seed","炭化物（クルミ？）",NA,FALSE
2303,"Charred Seed","炭化物(クルミ)",NA,TRUE
2304,"Charred Seed","炭化物(クルミほか)",NA,FALSE
2305,"Charred Seed","炭化物（クルミ属）",NA,FALSE
2306,"Charred Seed","炭化物（クルミ属内果皮）",NA,FALSE
2307,"Charred Seed","炭化物（クルミ核片）",NA,FALSE
2308,"Charred Seed","炭化物(クルミ殻)",NA,FALSE
2315,"Charred Seed","炭化物（コナラ属子葉）",NA,FALSE
2317,"Charred Seed","炭化物（コムギ）",NA,FALSE
2321,"Charred Seed","炭化物(トチノキ種子)",NA,FALSE
2322,"Charred Seed","炭化物(トチノキ種子他)",NA,FALSE
2324,"Charred Seed","炭化物(ドングリ)",NA,FALSE
2327,"Charred Seed","炭化物（ブドウ科）",NA,FALSE
2337,"Charred Seed","炭化物(ユリ科鱗茎)",NA,FALSE
2342,"Charred Seed","炭化物(分類群不明果実核)",NA,FALSE
2349,"Charred Seed","炭化物（堅果）",NA,FALSE
2355,"Charred Seed","炭化物(植物遺体)",NA,FALSE
2364,"Charred Seed","炭化物(炭化米)",NA,FALSE
2368,"Charred Seed","炭化物(種子?)",NA,FALSE
2369,"Charred Seed","炭化物（種子？）",NA,FALSE
2390,"Charred Seed","炭化球果(マツ属複維管束亜属)",NA,FALSE
2391,"Charred Seed","炭化球根",NA,FALSE
2392,"Charred Seed","炭化球根(ユリ科ネギ属)",NA,FALSE
2394,"Charred Seed","炭化種子",NA,TRUE
2395,"Charred Seed","炭化種子 アズキ",NA,FALSE
2396,"Charred Seed","炭化種子 オオムギ",NA,FALSE
2397,"Charred Seed","炭化種子 クルミ核片",NA,FALSE
2398,"Charred Seed","炭化種子 クルミ殻片",NA,FALSE
2399,"Charred Seed","炭化種子 コナラ属",NA,FALSE
2400,"Charred Seed","炭化種子?",NA,FALSE
2401,"Charred Seed","炭化種子(アサ)",NA,FALSE
2402,"Charred Seed","炭化種子（アワまたはヒエの胚乳）",NA,FALSE
2403,"Charred Seed","炭化種子(イネ･玄米)",NA,FALSE
2404,"Charred Seed","炭化種子(イネ:玄米)",NA,FALSE
2405,"Charred Seed","炭化種子(イネ)",NA,FALSE
2406,"Charred Seed","炭化種子（イネ）",NA,FALSE
2407,"Charred Seed","炭化種子(オオムギ)",NA,FALSE
2408,"Charred Seed","炭化種子(オニグルミ?)",NA,FALSE
2409,"Charred Seed","炭化種子(オニグルミ)",NA,FALSE
2410,"Charred Seed","炭化種子(オニグルミ核)",NA,FALSE
2411,"Charred Seed","炭化種子(カキ)",NA,FALSE
2412,"Charred Seed","炭化種子（キハダ果実）",NA,FALSE
2413,"Charred Seed","炭化種子(クヌギの実)",NA,FALSE
2414,"Charred Seed","炭化種子(クヌギ子葉)",NA,FALSE
2415,"Charred Seed","炭化種子(クリ)",NA,FALSE
2416,"Charred Seed","炭化種子(クルミ)",NA,FALSE
2417,"Charred Seed","炭化種子（クルミ）",NA,FALSE
2418,"Charred Seed","炭化種子（クルミ内果皮）",NA,FALSE
2419,"Charred Seed","炭化種子（クルミ属）",NA,FALSE
2420,"Charred Seed","炭化種子（クルミ核）",NA,FALSE
2421,"Charred Seed","炭化種子(クルミ類の核)",NA,FALSE
2422,"Charred Seed","炭化種子（コナラ属）",NA,FALSE
2423,"Charred Seed","炭化種子(コナラ属子葉)",NA,FALSE
2424,"Charred Seed","炭化種子(コナラ属炭化子葉)",NA,FALSE
2425,"Charred Seed","炭化種子(コムギ)",NA,FALSE
2426,"Charred Seed","炭化種子(コムギ胚乳)",NA,FALSE
2427,"Charred Seed","炭化種子（サクラ属）",NA,FALSE
2428,"Charred Seed","炭化種子(ササゲ属アズキ亜属アズキ型)",NA,FALSE
2429,"Charred Seed","炭化種子(ササゲ属アズキ近似種)",NA,FALSE
2430,"Charred Seed","炭化種子(ササゲ属近似種)",NA,FALSE
2431,"Charred Seed","炭化種子（スモモ核）",NA,FALSE
2432,"Charred Seed","炭化種子(ソバ)",NA,FALSE
2433,"Charred Seed","炭化種子(トチノキ)",NA,FALSE
2434,"Charred Seed","炭化種子(トチノキ炭化子葉)",NA,FALSE
2435,"Charred Seed","炭化種子(トチノキ種子)",NA,FALSE
2436,"Charred Seed","炭化種子(ドングリ)",NA,FALSE
2437,"Charred Seed","炭化種子(ヒエあるいはアワ)",NA,FALSE
2438,"Charred Seed","炭化種子（ヒエ属）",NA,FALSE
2439,"Charred Seed","炭化種子(ブドウ属)",NA,FALSE
2440,"Charred Seed","炭化種子（ブドウ科）",NA,FALSE
2441,"Charred Seed","炭化種子(マメ類)",NA,FALSE
2442,"Charred Seed","炭化種子(モモ)",NA,TRUE
2443,"Charred Seed","炭化種子(モモ核)",NA,FALSE
2444,"Charred Seed","炭化種子（不明）",NA,FALSE
2445,"Charred Seed","炭化種子（堅果）",NA,FALSE
2446,"Charred Seed","炭化種子(米)",NA,FALSE
2447,"Charred Seed","炭化種子(豆)",NA,FALSE
2448,"Charred Seed","炭化種子（鱗茎(球根)）",NA,FALSE
2450,"Charred Seed","炭化種実",NA,TRUE
2451,"Charred Seed","炭化種実?",NA,FALSE
2452,"Charred Seed","炭化種実(アカガシ亜属)",NA,FALSE
2453,"Charred Seed","炭化種実(アサ)",NA,FALSE
2454,"Charred Seed","炭化種実(アズキ炭化種子)",NA,FALSE
2455,"Charred Seed","炭化種実(アズキ種子)",NA,FALSE
2456,"Charred Seed","炭化種実(アズキ類種子)",NA,FALSE
2457,"Charred Seed","炭化種実(アワ)",NA,FALSE
2458,"Charred Seed","炭化種実（アワ果実）",NA,FALSE
2459,"Charred Seed","炭化種実(アワ炭化種子)",NA,FALSE
2460,"Charred Seed","炭化種実(イチイガシ 子葉)",NA,FALSE
2461,"Charred Seed","炭化種実(イチイガシ)",NA,FALSE
2462,"Charred Seed","炭化種実(イチイガシ子葉)",NA,FALSE
2463,"Charred Seed","炭化種実(イチイガシ子葉片)",NA,FALSE
2464,"Charred Seed","炭化種実(イチイガシ果皮･子葉)",NA,FALSE
2465,"Charred Seed","炭化種実(イヌガヤ炭化種子)",NA,FALSE
2466,"Charred Seed","炭化種実(イネ･胚乳･穎)",NA,FALSE
2467,"Charred Seed","炭化種実(イネ･胚乳)",NA,FALSE
2468,"Charred Seed","炭化種実(イネ)",NA,FALSE
2469,"Charred Seed","炭化種実（イネ）",NA,FALSE
2470,"Charred Seed","炭化種実(イネ果実)",NA,FALSE
2471,"Charred Seed","炭化種実(イネ炭化種子)",NA,FALSE
2472,"Charred Seed","炭化種実(イネ炭化穎果)",NA,FALSE
2473,"Charred Seed","炭化種実(イネ炭化胚乳)",NA,FALSE
2475,"Charred Seed","炭化種実(イネ科イネ属)",NA,FALSE
2476,"Charred Seed","炭化種実(イネ種子)",NA,FALSE
2477,"Charred Seed","炭化種実(イネ穎果)",NA,FALSE
2478,"Charred Seed","炭化種実(イネ籾)",NA,FALSE
2479,"Charred Seed","炭化種実(イネ胚乳･アワ-ヒエ･マメ類)",NA,FALSE
2480,"Charred Seed","炭化種実(イネ胚乳)",NA,FALSE
2481,"Charred Seed","炭化種実(ウメ核･仁)",NA,FALSE
2482,"Charred Seed","炭化種実(オオムギ･胚乳)",NA,FALSE
2483,"Charred Seed","炭化種実(オオムギ?･胚乳)",NA,FALSE
2484,"Charred Seed","炭化種実(オオムギ)",NA,FALSE
2485,"Charred Seed","炭化種実（オオムギ）",NA,FALSE
2486,"Charred Seed","炭化種実(オオムギ穎･胚乳)",NA,FALSE
2487,"Charred Seed","炭化種実(オオムギ胚乳)",NA,FALSE
2488,"Charred Seed","炭化種実(オニグルミ)",NA,FALSE
2489,"Charred Seed","炭化種実(オニグルミ核)",NA,FALSE
2490,"Charred Seed","炭化種実(オニグルミ核破片1点)",NA,FALSE
2491,"Charred Seed","炭化種実（オニグルミ炭化核）",NA,FALSE
2492,"Charred Seed","炭化種実(カキノキ属 種子)",NA,FALSE
2493,"Charred Seed","炭化種実(ガマズミ属)",NA,FALSE
2494,"Charred Seed","炭化種実(カヤツリグサ科)",NA,FALSE
2495,"Charred Seed","炭化種実(カラスザンショウ種子)",NA,FALSE
2496,"Charred Seed","炭化種実（キビ果実）",NA,FALSE
2497,"Charred Seed","炭化種実(クマノミズキ)",NA,FALSE
2498,"Charred Seed","炭化種実(クリ 子葉)",NA,FALSE
2499,"Charred Seed","炭化種実(クリ)",NA,FALSE
2500,"Charred Seed","炭化種実(クリ子葉)",NA,FALSE
2501,"Charred Seed","炭化種実(クリ果実)",NA,FALSE
2502,"Charred Seed","炭化種実(クリ炭化子葉)",NA,FALSE
2503,"Charred Seed","炭化種実(クルミ)",NA,FALSE
2504,"Charred Seed","炭化種実（クルミ）",NA,FALSE
2505,"Charred Seed","炭化種実(コキンバイザサ)",NA,FALSE
2506,"Charred Seed","炭化種実(コナラ使用)",NA,FALSE
2507,"Charred Seed","炭化種実(コナラ属･子葉)",NA,FALSE
2508,"Charred Seed","炭化種実(コナラ属)",NA,FALSE
2509,"Charred Seed","炭化種実(コナラ属クヌギ節子葉)",NA,FALSE
2510,"Charred Seed","炭化種実(コナラ属堅果)",NA,FALSE
2511,"Charred Seed","炭化種実(コナラ属子葉)",NA,FALSE
2512,"Charred Seed","炭化種実(コムギ･胚乳)",NA,FALSE
2513,"Charred Seed","炭化種実(コムギ)",NA,FALSE
2514,"Charred Seed","炭化種実(コムギ種子)",NA,FALSE
2515,"Charred Seed","炭化種実(コムギ胚乳)",NA,FALSE
2516,"Charred Seed","炭化種実（コムギ胚乳）",NA,FALSE
2517,"Charred Seed","炭化種実(サクラ属核1点)",NA,FALSE
2518,"Charred Seed","炭化種実(ササゲ属)",NA,FALSE
2519,"Charred Seed","炭化種実(シソ属炭化果実)",NA,FALSE
2520,"Charred Seed","炭化種実(スモモの未熟核)",NA,FALSE
2521,"Charred Seed","炭化種実(ダイズ)",NA,FALSE
2522,"Charred Seed","炭化種実(タデ属)",NA,FALSE
2523,"Charred Seed","炭化種実(タデ属サナエタデ節)",NA,FALSE
2524,"Charred Seed","炭化種実（タデ属炭化子葉、６粒）",NA,FALSE
2525,"Charred Seed","炭化種実(タデ属炭化果実)",NA,FALSE
2526,"Charred Seed","炭化種実(ツブラジイ･子葉)",NA,FALSE
2527,"Charred Seed","炭化種実(ツブラジイ)",NA,FALSE
2528,"Charred Seed","炭化種実(ツブラジイ近似種･子葉)",NA,FALSE
2529,"Charred Seed","炭化種実(トチノキ?炭化種皮)",NA,FALSE
2530,"Charred Seed","炭化種実(トチノキ)",NA,FALSE
2531,"Charred Seed","炭化種実(トチノキ炭化子葉?)",NA,FALSE
2532,"Charred Seed","炭化種実(トチノキ炭化子葉)",NA,TRUE
2533,"Charred Seed","炭化種実(トチノキ種子)",NA,FALSE
2534,"Charred Seed","炭化種実(ドングリ)",NA,FALSE
2535,"Charred Seed","炭化種実(ハマグリ･貝殻)",NA,FALSE
2536,"Charred Seed","炭化種実(バラ科)",NA,FALSE
2537,"Charred Seed","炭化種実(ヒエ果実)",NA,FALSE
2538,"Charred Seed","炭化種実(ヒシ属果実破片1点)",NA,FALSE
2539,"Charred Seed","炭化種実(ブドウ属)",NA,FALSE
2540,"Charred Seed","炭化種実(ブドウ属炭化種子)",NA,FALSE
2541,"Charred Seed","炭化種実(ブナ殻斗)",NA,FALSE
2542,"Charred Seed","炭化種実(マツ属毬果)",NA,FALSE
2543,"Charred Seed","炭化種実(マツ属球果)",NA,FALSE
2544,"Charred Seed","炭化種実（マメ科）",NA,FALSE
2545,"Charred Seed","炭化種実(マメ類･種子)",NA,FALSE
2546,"Charred Seed","炭化種実(マメ類)",NA,FALSE
2547,"Charred Seed","炭化種実(マメ類種子)",NA,FALSE
2548,"Charred Seed","炭化種実(ミズキ)",NA,FALSE
2549,"Charred Seed","炭化種実(ミズキ核)",NA,FALSE
2550,"Charred Seed","炭化種実(ムギ類)",NA,FALSE
2551,"Charred Seed","炭化種実（ムギ類）",NA,FALSE
2552,"Charred Seed","炭化種実(ムクロジ)",NA,FALSE
2553,"Charred Seed","炭化種実(モミ)",NA,FALSE
2554,"Charred Seed","炭化種実(モモ･サクラ属)",NA,FALSE
2555,"Charred Seed","炭化種実(モモ･内果皮)",NA,FALSE
2556,"Charred Seed","炭化種実(モモ･核)",NA,FALSE
2557,"Charred Seed","炭化種実(モモ)",NA,TRUE
2558,"Charred Seed","炭化種実(モモ核)",NA,TRUE
2559,"Charred Seed","炭化種実(モモ炭化核)",NA,FALSE
2560,"Charred Seed","炭化種実(不明)",NA,FALSE
2561,"Charred Seed","炭化種実(単子葉類の球根)",NA,FALSE
2562,"Charred Seed","炭化種実（堅果）",NA,FALSE
2563,"Charred Seed","炭化種実（堅果片1片）",NA,FALSE
2564,"Charred Seed","炭化種実（堅果類）",NA,FALSE
2565,"Charred Seed","炭化種実(多数)",NA,FALSE
2566,"Charred Seed","炭化種実(炭化米)",NA,FALSE
2567,"Charred Seed","炭化穀物",NA,FALSE
2568,"Charred Seed","炭化穀類(イネ)",NA,FALSE
2569,"Charred Seed","炭化穎果(イネ)",NA,FALSE
2570,"Charred Seed","炭化米",NA,TRUE
2571,"Charred Seed","炭化米(イネ)",NA,FALSE
2572,"Charred Seed","炭化米（イネ）",NA,FALSE
2573,"Charred Seed","炭化米(イネ胚乳)",NA,FALSE
2574,"Charred Seed","炭化米(マメ類種子)",NA,FALSE
2575,"Charred Seed","炭化米3粒",NA,FALSE
2576,"Charred Seed","炭化米4粒",NA,FALSE
2577,"Charred Seed","炭化米6粒",NA,FALSE
2578,"Charred Seed","炭化米8粒",NA,FALSE
2582,"Charred Seed","炭化胚乳(オオムギ)",NA,FALSE
2588,"Charred Seed","炭化鱗片",NA,FALSE
2589,"Charred Seed","炭化鱗茎",NA,TRUE
2796,"Charred Seed","生種実(オニグルミ核)",NA,TRUE
2866,"Charred Seed","種子",NA,TRUE
2867,"Charred Seed","種子 クルミ",NA,FALSE
2868,"Charred Seed","種子・堅果類？",NA,FALSE
2875,"Charred Seed","種子（キハダ属）",NA,FALSE
2898,"Charred Seed","種子（ヤマブドウ）",NA,FALSE
2904,"Charred Seed","種子殻",NA,FALSE
2906,"Charred Seed","種実",NA,TRUE
2907,"Charred Seed","種実,",NA,TRUE
2910,"Charred Seed","種実,アワ,",NA,FALSE
2912,"Charred Seed","種実,エゴ,",NA,FALSE
2914,"Charred Seed","種実,オオムギ・コムギ,",NA,FALSE
2915,"Charred Seed","種実,オオムギ,",NA,TRUE
2916,"Charred Seed","種実,オニグルミ,",NA,TRUE
2918,"Charred Seed","種実,オニグルミ,核",NA,TRUE
2919,"Charred Seed","種実,カシ類（ドングリ）,",NA,FALSE
2921,"Charred Seed","種実,キビ,",NA,FALSE
2922,"Charred Seed","種実,キビ属,",NA,FALSE
2923,"Charred Seed","種実,クリ,",NA,FALSE
2924,"Charred Seed","種実,クリ,子葉",NA,FALSE
2925,"Charred Seed","種実,クリ,子葉1/4",NA,FALSE
2926,"Charred Seed","種実,クリ？,",NA,FALSE
2927,"Charred Seed","種実,クルミ,",NA,TRUE
2929,"Charred Seed","種実,クルミ,核",NA,FALSE
2931,"Charred Seed","種実,クルミ属,",NA,FALSE
2932,"Charred Seed","種実,コムギ,",NA,FALSE
2933,"Charred Seed","種実,コメ,",NA,TRUE
2934,"Charred Seed","種実,コメ,3個",NA,FALSE
2935,"Charred Seed","種実,コメ,焼米",NA,FALSE
2936,"Charred Seed","種実,ササゲ属,",NA,FALSE
2938,"Charred Seed","種実,シイ,",NA,FALSE
2939,"Charred Seed","種実,ソバ,",NA,FALSE
2940,"Charred Seed","種実,ダイズ,",NA,FALSE
2941,"Charred Seed","種実,トチ,",NA,FALSE
2944,"Charred Seed","種実,ドングリ,",NA,FALSE
2945,"Charred Seed","種実,ドングリ,子葉",NA,FALSE
2946,"Charred Seed","種実,ナラガシワ,果皮",NA,FALSE
2948,"Charred Seed","種実,ヒエ属,",NA,FALSE
2952,"Charred Seed","種実,ブドウ科,",NA,FALSE
2953,"Charred Seed","種実,ホルトノキ,",NA,FALSE
2954,"Charred Seed","種実,マメ,",NA,FALSE
2955,"Charred Seed","種実,マメ？,",NA,FALSE
2956,"Charred Seed","種実,マメ科,",NA,FALSE
2958,"Charred Seed","種実,モモ,核",NA,TRUE
2959,"Charred Seed","種実,不明,",NA,FALSE
2960,"Charred Seed","種実,堅果？,子実",NA,FALSE
2961,"Charred Seed","種実,堅果類,",NA,FALSE
2962,"Charred Seed","種実？（クルミ片？）",NA,FALSE
2977,"Charred Seed","種実（エゾエンゴサク根茎・炭化植物遺体）",NA,FALSE
