"MaterialTypeUniqueID","Material_Classification","Material_Details_JPN","Material_Details_EN","inconsistent"
531,"Organic Residue from Pottery","土器付着物,炭化物,口縁外",NA,FALSE
532,"Organic Residue from Pottery","土器付着物,炭化物,口縁外面",NA,FALSE
533,"Organic Residue from Pottery","土器付着物,炭化物,底部内面",NA,FALSE
534,"Organic Residue from Pottery","土器付着物,炭化物,胴外",NA,FALSE
535,"Organic Residue from Pottery","土器付着物,炭化物,胴部上位・外面",NA,FALSE
536,"Organic Residue from Pottery","土器付着物,炭化物,胴部外面",NA,FALSE
537,"Organic Residue from Pottery","土器付着物,焦,",NA,FALSE
538,"Organic Residue from Pottery","土器付着物,焦,内面",NA,FALSE
539,"Organic Residue from Pottery","土器付着物,焦,口内",NA,FALSE
540,"Organic Residue from Pottery","土器付着物,焦,口内外",NA,FALSE
541,"Organic Residue from Pottery","土器付着物,焦,口外",NA,FALSE
542,"Organic Residue from Pottery","土器付着物,焦,口縁内",NA,FALSE
543,"Organic Residue from Pottery","土器付着物,焦,口縁内・胴内上",NA,FALSE
544,"Organic Residue from Pottery","土器付着物,焦,口縁内,胴内",NA,FALSE
545,"Organic Residue from Pottery","土器付着物,焦,口縁内，胴内",NA,FALSE
546,"Organic Residue from Pottery","土器付着物,焦,口縁内、胴内",NA,FALSE
547,"Organic Residue from Pottery","土器付着物,焦,口縁内下，胴内中",NA,FALSE
548,"Organic Residue from Pottery","土器付着物,焦,口縁内面",NA,FALSE
549,"Organic Residue from Pottery","土器付着物,焦,口縁外",NA,FALSE
550,"Organic Residue from Pottery","土器付着物,焦,口縁外・口縁内・胴内",NA,FALSE
551,"Organic Residue from Pottery","土器付着物,焦,口縁外・胴外",NA,FALSE
552,"Organic Residue from Pottery","土器付着物,焦,口縁外，胴内",NA,FALSE
553,"Organic Residue from Pottery","土器付着物,焦,口胴内",NA,FALSE
554,"Organic Residue from Pottery","土器付着物,焦，吹,胴内外",NA,FALSE
555,"Organic Residue from Pottery","土器付着物,焦,底部内面",NA,FALSE
556,"Organic Residue from Pottery","土器付着物,焦，煤,胴内，胴外",NA,FALSE
557,"Organic Residue from Pottery","土器付着物,焦,胴下内",NA,FALSE
558,"Organic Residue from Pottery","土器付着物,焦,胴下内面",NA,FALSE
559,"Organic Residue from Pottery","土器付着物,焦,胴下外",NA,FALSE
560,"Organic Residue from Pottery","土器付着物,焦,胴下部外面",NA,FALSE
561,"Organic Residue from Pottery","土器付着物,焦,胴内",NA,FALSE
562,"Organic Residue from Pottery","土器付着物,焦,胴内上",NA,FALSE
563,"Organic Residue from Pottery","土器付着物,焦,胴内下",NA,FALSE
564,"Organic Residue from Pottery","土器付着物,焦,胴内下中",NA,FALSE
565,"Organic Residue from Pottery","土器付着物,焦,胴内下部",NA,FALSE
566,"Organic Residue from Pottery","土器付着物,焦,胴内中",NA,FALSE
567,"Organic Residue from Pottery","土器付着物,焦,胴内部外面",NA,FALSE
568,"Organic Residue from Pottery","土器付着物,焦,胴内面",NA,FALSE
569,"Organic Residue from Pottery","土器付着物,焦,胴外",NA,FALSE
570,"Organic Residue from Pottery","土器付着物,焦,胴外，胴内",NA,FALSE
571,"Organic Residue from Pottery","土器付着物,焦,胴外上",NA,FALSE
572,"Organic Residue from Pottery","土器付着物,焦,胴外下",NA,FALSE
573,"Organic Residue from Pottery","土器付着物,焦,胴部内",NA,FALSE
574,"Organic Residue from Pottery","土器付着物,焦,胴部内面",NA,FALSE
575,"Organic Residue from Pottery","土器付着物,焦,胴部内面中部",NA,FALSE
576,"Organic Residue from Pottery","土器付着物,焦,胴部外",NA,FALSE
577,"Organic Residue from Pottery","土器付着物,焦,脚底部内面",NA,FALSE
578,"Organic Residue from Pottery","土器付着物,焦,蓋内",NA,FALSE
579,"Organic Residue from Pottery","土器付着物,焦,頸内",NA,FALSE
580,"Organic Residue from Pottery","土器付着物,焦：米粒,胴内",NA,FALSE
581,"Organic Residue from Pottery","土器付着物,焦：米粒痕,胴内",NA,FALSE
582,"Organic Residue from Pottery","土器付着物,焦（アスファルト？）,胴内",NA,FALSE
583,"Organic Residue from Pottery","土器付着物,焦（アワ状）,胴内",NA,FALSE
584,"Organic Residue from Pottery","土器付着物,煮焦げ,坏部内面",NA,FALSE
585,"Organic Residue from Pottery","土器付着物,煮焦げ,底部内面",NA,FALSE
586,"Organic Residue from Pottery","土器付着物,煮焦げ,胴内面",NA,FALSE
587,"Organic Residue from Pottery","土器付着物,煮焦げ,胴部内面（胴下位内面）",NA,FALSE
588,"Organic Residue from Pottery","土器付着物,煮焦げ,脚部内面",NA,FALSE
589,"Organic Residue from Pottery","土器付着物,煤,",NA,FALSE
590,"Organic Residue from Pottery","土器付着物,煤,口～胴外面",NA,FALSE
591,"Organic Residue from Pottery","土器付着物,煤,口内",NA,FALSE
592,"Organic Residue from Pottery","土器付着物,煤,口外",NA,FALSE
593,"Organic Residue from Pottery","土器付着物,煤,口縁内",NA,FALSE
594,"Organic Residue from Pottery","土器付着物,煤,口縁内面",NA,FALSE
595,"Organic Residue from Pottery","土器付着物,煤,口縁外",NA,FALSE
596,"Organic Residue from Pottery","土器付着物,煤,口縁外・胴外",NA,FALSE
597,"Organic Residue from Pottery","土器付着物,煤,口縁外・胴外上",NA,FALSE
598,"Organic Residue from Pottery","土器付着物,煤,口縁外・胴外下",NA,FALSE
599,"Organic Residue from Pottery","土器付着物,煤,口縁外，胴内",NA,FALSE
600,"Organic Residue from Pottery","土器付着物,煤,口縁外面",NA,FALSE
601,"Organic Residue from Pottery","土器付着物,煤,口縁部・外面",NA,FALSE
602,"Organic Residue from Pottery","土器付着物,煤,口縁部～胴部上位・外面",NA,FALSE
603,"Organic Residue from Pottery","土器付着物,煤,口縁部外面",NA,FALSE
604,"Organic Residue from Pottery","土器付着物,煤，吹,口縁外・胴外",NA,FALSE
605,"Organic Residue from Pottery","土器付着物,煤，吹,口縁外,胴外中",NA,FALSE
606,"Organic Residue from Pottery","土器付着物,煤,坏",NA,FALSE
607,"Organic Residue from Pottery","土器付着物,煤,屈曲部外面",NA,FALSE
608,"Organic Residue from Pottery","土器付着物,煤,底部下位・外面",NA,FALSE
609,"Organic Residue from Pottery","土器付着物,煤,底部内面",NA,FALSE
610,"Organic Residue from Pottery","土器付着物,煤,底部外面",NA,FALSE
611,"Organic Residue from Pottery","土器付着物,煤,胴上位・外面",NA,FALSE
612,"Organic Residue from Pottery","土器付着物,煤,胴下半外面",NA,FALSE
613,"Organic Residue from Pottery","土器付着物,煤,胴下部外面",NA,FALSE
614,"Organic Residue from Pottery","土器付着物,煤,胴内上",NA,FALSE
615,"Organic Residue from Pottery","土器付着物,煤,胴外",NA,FALSE
616,"Organic Residue from Pottery","土器付着物,煤,胴外，底部外面",NA,FALSE
617,"Organic Residue from Pottery","土器付着物,煤,胴外（頸）",NA,FALSE
618,"Organic Residue from Pottery","土器付着物,煤,胴外上",NA,FALSE
619,"Organic Residue from Pottery","土器付着物,煤,胴外下",NA,FALSE
620,"Organic Residue from Pottery","土器付着物,煤,胴外中",NA,FALSE
621,"Organic Residue from Pottery","土器付着物,煤,胴外中上",NA,FALSE
622,"Organic Residue from Pottery","土器付着物,煤,胴外面",NA,FALSE
623,"Organic Residue from Pottery","土器付着物,煤,胴部上位〜中位・外面",NA,FALSE
624,"Organic Residue from Pottery","土器付着物,煤,胴部上位・外面",NA,FALSE
625,"Organic Residue from Pottery","土器付着物,煤,胴部上位外面",NA,FALSE
626,"Organic Residue from Pottery","土器付着物,煤,胴部上位外面（胴上外）",NA,FALSE
627,"Organic Residue from Pottery","土器付着物,煤,胴部下位・外面",NA,FALSE
628,"Organic Residue from Pottery","土器付着物,煤,胴部下位外面",NA,FALSE
629,"Organic Residue from Pottery","土器付着物,煤,胴部中位・外面",NA,FALSE
630,"Organic Residue from Pottery","土器付着物,煤,胴部中位外面",NA,FALSE
631,"Organic Residue from Pottery","土器付着物,煤,胴部内面",NA,FALSE
632,"Organic Residue from Pottery","土器付着物,煤,胴部最大径・外面",NA,FALSE
633,"Organic Residue from Pottery","土器付着物,煤,胴部外",NA,FALSE
634,"Organic Residue from Pottery","土器付着物,煤,胴部外面",NA,FALSE
635,"Organic Residue from Pottery","土器付着物,煤,胴部外面破片",NA,FALSE
636,"Organic Residue from Pottery","土器付着物,煤,胴部破片",NA,FALSE
637,"Organic Residue from Pottery","土器付着物,煤,胴部破片・外面",NA,FALSE
638,"Organic Residue from Pottery","土器付着物,煤,頚外",NA,FALSE
639,"Organic Residue from Pottery","土器付着物,煤,頚部外面",NA,FALSE
640,"Organic Residue from Pottery","土器付着物,煤,頸外",NA,FALSE
641,"Organic Residue from Pottery","土器付着物,煤,頸外面",NA,FALSE
642,"Organic Residue from Pottery","土器付着物,煤,頸部・外面",NA,FALSE
643,"Organic Residue from Pottery","土器付着物,煤,頸部外",NA,FALSE
644,"Organic Residue from Pottery","土器付着物,煤,頸部外面",NA,FALSE
645,"Organic Residue from Pottery","土器付着物,煤?,口縁内",NA,FALSE
646,"Organic Residue from Pottery","土器付着物,煤?,口縁外",NA,FALSE
647,"Organic Residue from Pottery","土器付着物,煤?,口縁外下",NA,FALSE
648,"Organic Residue from Pottery","土器付着物,煤?,胴外",NA,FALSE
649,"Organic Residue from Pottery","土器付着物,煤?,胴外上",NA,FALSE
650,"Organic Residue from Pottery","土器付着物,煤?,胴外下",NA,FALSE
651,"Organic Residue from Pottery","土器付着物,煤（アスファルト？）,胴外",NA,FALSE
652,"Organic Residue from Pottery","土器付着物,煤（漆？）,口縁外・胴外",NA,FALSE
653,"Organic Residue from Pottery","土器付着物,煤状,胴外",NA,FALSE
654,"Organic Residue from Pottery","土器付着物,煤状,胴部中位外面",NA,FALSE
655,"Organic Residue from Pottery","土器付着物,胎土食込炭化物,内面",NA,FALSE
656,"Organic Residue from Pottery","土器付着物,胴・内面",NA,FALSE
657,"Organic Residue from Pottery","土器付着物,胴上外",NA,FALSE
658,"Organic Residue from Pottery","土器付着物,胴内",NA,FALSE
659,"Organic Residue from Pottery","土器付着物,胴内上",NA,FALSE
660,"Organic Residue from Pottery","土器付着物,胴内面",NA,FALSE
661,"Organic Residue from Pottery","土器付着物,胴外",NA,FALSE
662,"Organic Residue from Pottery","土器付着物,胴外，胴内",NA,FALSE
663,"Organic Residue from Pottery","土器付着物,胴外上",NA,FALSE
664,"Organic Residue from Pottery","土器付着物,胴外下",NA,FALSE
665,"Organic Residue from Pottery","土器付着物,胴外中～下",NA,FALSE
666,"Organic Residue from Pottery","土器付着物,胴部上位",NA,FALSE
667,"Organic Residue from Pottery","土器付着物,胴部上位・内面",NA,FALSE
668,"Organic Residue from Pottery","土器付着物,胴部上位・外面",NA,FALSE
669,"Organic Residue from Pottery","土器付着物,胴部上位外面",NA,FALSE
670,"Organic Residue from Pottery","土器付着物,胴部下位・内面",NA,FALSE
671,"Organic Residue from Pottery","土器付着物,胴部下位・外面",NA,FALSE
672,"Organic Residue from Pottery","土器付着物,胴部下位内面",NA,FALSE
673,"Organic Residue from Pottery","土器付着物,胴部下位外面",NA,FALSE
674,"Organic Residue from Pottery","土器付着物,胴部下半下外面（胴中外）",NA,FALSE
675,"Organic Residue from Pottery","土器付着物,胴部中位・内面",NA,FALSE
676,"Organic Residue from Pottery","土器付着物,胴部中位・外面",NA,FALSE
677,"Organic Residue from Pottery","土器付着物,胴部内面",NA,FALSE
678,"Organic Residue from Pottery","土器付着物,胴部最大径部・外面",NA,FALSE
679,"Organic Residue from Pottery","土器付着物,胴部外面",NA,FALSE
680,"Organic Residue from Pottery","土器付着物,胴部外面より採取",NA,FALSE
681,"Organic Residue from Pottery","土器付着物,胴部突帯下",NA,FALSE
682,"Organic Residue from Pottery","土器付着物,膜状,胴部中位外面",NA,FALSE
683,"Organic Residue from Pottery","土器付着物,頚外",NA,FALSE
684,"Organic Residue from Pottery","土器付着物,頸外",NA,FALSE
685,"Organic Residue from Pottery","土器付着物,頸部",NA,FALSE
686,"Organic Residue from Pottery","土器付着物,頸部外面",NA,FALSE
687,"Organic Residue from Pottery","土器付着物,鱗茎状,底部内面",NA,FALSE
689,"Organic Residue from Pottery","土器付着物(お焦げ)",NA,FALSE
690,"Organic Residue from Pottery","土器付着物（内面口縁）",NA,FALSE
691,"Organic Residue from Pottery","土器付着物（内面口縁～胴上半）",NA,FALSE
692,"Organic Residue from Pottery","土器付着物（内面口縁部）",NA,FALSE
693,"Organic Residue from Pottery","土器付着物（内面胴下半）",NA,FALSE
694,"Organic Residue from Pottery","土器付着物（外面口縁）",NA,FALSE
695,"Organic Residue from Pottery","土器付着物（外面口縁部）",NA,FALSE
696,"Organic Residue from Pottery","土器付着物（外面胴下半）",NA,FALSE
697,"Organic Residue from Pottery","土器付着物（外面頸部）",NA,FALSE
698,"Organic Residue from Pottery","土器付着物（外面頸部～胴上半）",NA,FALSE
699,"Organic Residue from Pottery","土器付着物（深鉢口縁内）",NA,FALSE
701,"Organic Residue from Pottery","土器付着物（焦・口縁内）",NA,FALSE
702,"Organic Residue from Pottery","土器付着物（煤類）",NA,FALSE
703,"Organic Residue from Pottery","土器付着物吹口縁外・胴外",NA,FALSE
704,"Organic Residue from Pottery","土器付着物吹胴外",NA,FALSE
705,"Organic Residue from Pottery","土器付着物焦口縁内",NA,FALSE
706,"Organic Residue from Pottery","土器付着物焦底部内面",NA,FALSE
707,"Organic Residue from Pottery","土器付着物焦胴内",NA,FALSE
708,"Organic Residue from Pottery","土器付着物焦胴内，底部内面",NA,FALSE
709,"Organic Residue from Pottery","土器付着物焦胴内下",NA,FALSE
710,"Organic Residue from Pottery","土器付着物煤口縁外",NA,FALSE
711,"Organic Residue from Pottery","土器付着物煤胴外",NA,FALSE
712,"Organic Residue from Pottery","土器内付着炭化物",NA,FALSE
713,"Organic Residue from Pottery","土器内面付着炭化物",NA,FALSE
714,"Organic Residue from Pottery","土器内面付着物",NA,FALSE
715,"Organic Residue from Pottery","土器内面付着物（口縁部）",NA,FALSE
716,"Organic Residue from Pottery","土器内面付着物（口縁部下部）",NA,FALSE
717,"Organic Residue from Pottery","土器口縁内面に付着",NA,FALSE
718,"Organic Residue from Pottery","土器外面付着炭化物",NA,FALSE
759,"Organic Residue from Pottery","土製品付着炭化物",NA,FALSE
1412,"Organic Residue from Pottery","東釧路Ⅱ式土器",NA,FALSE
2281,"Organic Residue from Pottery","炭化物（ⅡB５土器付着）",NA,FALSE
2282,"Organic Residue from Pottery","炭化物（ⅢB２土器付着）",NA,FALSE
2344,"Organic Residue from Pottery","炭化物（土器内付着）",NA,FALSE
2345,"Organic Residue from Pottery","炭化物（土器内底部付着物）",NA,FALSE
2346,"Organic Residue from Pottery","炭化物（土器口縁に付着）",NA,FALSE
2358,"Organic Residue from Pottery","炭化物（深鉢型土器1の底部に付着したスス）",NA,FALSE
3091,"Organic Residue from Pottery","縄文晩期末緑ヶ丘式期土器付着物・内面（おこげ）",NA,FALSE
3289,"Organic Residue from Pottery","鉄滓付着炭化物",NA,FALSE
1,"Other Charred Remains","(土壌混じり)炭化物",NA,FALSE
2,"Other Charred Remains","(粉状)炭化物",NA,FALSE
101,"Other Charred Remains","カヤ状炭化物",NA,FALSE
114,"Other Charred Remains","クッキー状炭化物",NA,FALSE
172,"Other Charred Remains","スス状炭化物",NA,FALSE
182,"Other Charred Remains","その他,炭化物,",NA,FALSE
281,"Other Charred Remains","フローテーション採集資料",NA,FALSE
312,"Other Charred Remains","ユリ科鱗茎",NA,FALSE
316,"Other Charred Remains","不明",NA,TRUE
340,"Other Charred Remains","亜炭",NA,FALSE
373,"Other Charred Remains","住居内採取炭化物 炭質物",NA,FALSE
752,"Other Charred Remains","土壌化炭化物",NA,FALSE
754,"Other Charred Remains","土壌混じりの炭化物",NA,FALSE
804,"Other Charred Remains","容器付着物",NA,FALSE
819,"Other Charred Remains","微粒炭",NA,FALSE
820,"Other Charred Remains","微細な植物遺体",NA,FALSE
821,"Other Charred Remains","微細な炭化物",NA,FALSE
1452,"Other Charred Remains","植物遺体",NA,TRUE
1573,"Other Charred Remains","灰状物質(稲藁由来の灰)",NA,FALSE
1581,"Other Charred Remains","炭",NA,TRUE
2231,"Other Charred Remains","炭化植物",NA,TRUE
2239,"Other Charred Remains","炭化植物遺体",NA,TRUE
2256,"Other Charred Remains","炭化物",NA,TRUE
2279,"Other Charred Remains","炭化物?",NA,FALSE
2280,"Other Charred Remains","炭化物？",NA,TRUE
2283,"Other Charred Remains","炭化物(№109)",NA,FALSE
2293,"Other Charred Remains","炭化物（カーボン）",NA,FALSE
2325,"Other Charred Remains","炭化物（ニレ科：エノキ属またはケヤキ）",NA,FALSE
2330,"Other Charred Remains","炭化物（マツ属）",NA,FALSE
2335,"Other Charred Remains","炭化物（ヤブツバキ）",NA,FALSE
2339,"Other Charred Remains","炭化物(不明)",NA,FALSE
2340,"Other Charred Remains","炭化物（不明）",NA,FALSE
2343,"Other Charred Remains","炭化物(動物の脂?)",NA,FALSE
2347,"Other Charred Remains","炭化物(土塊)",NA,FALSE
2348,"Other Charred Remains","炭化物(土壌混じり)",NA,FALSE
2350,"Other Charred Remains","炭化物(大)",NA,FALSE
2351,"Other Charred Remains","炭化物（広葉樹：ニレ科やヤマグワ？）",NA,FALSE
2354,"Other Charred Remains","炭化物(植物片)",NA,FALSE
2360,"Other Charred Remains","炭化物(灰質炭化物)",NA,FALSE
2366,"Other Charred Remains","炭化物(由来不明)",NA,FALSE
2367,"Other Charred Remains","炭化物(石器付着)",NA,FALSE
2370,"Other Charred Remains","炭化物(繊維状)(イネ属･ススキ属･ウシクサ属)",NA,FALSE
2371,"Other Charred Remains","炭化物(繊維状)(イネ科タケ亜科)",NA,FALSE
2376,"Other Charred Remains","炭化物(菌核?)",NA,FALSE
2377,"Other Charred Remains","炭化物(食物残渣)",NA,FALSE
2388,"Other Charred Remains","炭化物片",NA,FALSE
2389,"Other Charred Remains","炭化物粒",NA,FALSE
2585,"Other Charred Remains","炭化草本類",NA,TRUE
2594,"Other Charred Remains","炭質物",NA,FALSE
2602,"Other Charred Remains","煤",NA,FALSE
2851,"Other Charred Remains","畑跡フローテーションサンプル",NA,FALSE
2862,"Other Charred Remains","砥石付着炭化物",NA,FALSE
2863,"Other Charred Remains","礫付着炭化物",NA,FALSE
3030,"Other Charred Remains","種実（草本茎・炭化植物遺体（0.51g））",NA,FALSE
3070,"Other Charred Remains","粒状炭化物",NA,FALSE
22,"Other unknown samples","アスファルト?",NA,FALSE
174,"Other unknown samples","その他,",NA,FALSE
177,"Other unknown samples","その他,不明,",NA,FALSE
183,"Other unknown samples","その他,砥石付着物,胴外",NA,FALSE
316,"Other unknown samples","不明",NA,TRUE
317,"Other unknown samples","不明(花粉分析試料)",NA,FALSE
457,"Other unknown samples","土器付着物",NA,TRUE
688,"Other unknown samples","土器付着物(アスファルト?)",NA,FALSE
798,"Other unknown samples","塗膜(赤色顔料)",NA,FALSE
824,"Other unknown samples","方解石",NA,FALSE
825,"Other unknown samples","昆虫化石(ヒメコガネ上翅)",NA,FALSE
840,"Other unknown samples","有機物",NA,TRUE
842,"Other unknown samples","有機物細片",NA,FALSE
854,"Other unknown samples","有機質製品",NA,FALSE
1463,"Other unknown samples","植物遺体(植物根？)",NA,FALSE
2852,"Other unknown samples","石臼付着物",NA,FALSE
3078,"Other unknown samples","緑青",NA,FALSE
3079,"Other unknown samples","緑青錆",NA,FALSE
3151,"Other unknown samples","虫",NA,FALSE
3152,"Other unknown samples","虫体(イネノクロカメムシ)",NA,FALSE
3308,"Other unknown samples","骨",NA,TRUE
3435,"Other unknown samples","黒色物質",NA,FALSE
3446,"Other unknown samples","黒鉛",NA,FALSE
NA,"Other unknown samples",NA,NA,FALSE
7,"Peat","organic sediment",NA,TRUE
8,"Peat","peat",NA,FALSE
258,"Peat","ピート",NA,FALSE
292,"Peat","マコモ層",NA,FALSE
383,"Peat","分解質泥炭",NA,FALSE
730,"Peat","土壌(未分解草本質泥炭)",NA,FALSE
834,"Peat","暗褐色砂混じり腐植質シルト",NA,FALSE
838,"Peat","有機堆積物",NA,TRUE
840,"Peat","有機物",NA,TRUE
844,"Peat","有機質シルト",NA,TRUE
845,"Peat","有機質土",NA,TRUE
847,"Peat","有機質土壌",NA,TRUE
848,"Peat","有機質堆積物",NA,TRUE
850,"Peat","有機質泥",NA,TRUE
851,"Peat","有機質片",NA,FALSE
852,"Peat","有機質砂質シルト",NA,FALSE
853,"Peat","有機質粘土",NA,TRUE
870,"Peat","木本泥炭",NA,FALSE
872,"Peat","木本質泥炭",NA,FALSE
873,"Peat","木本質泥炭〜草本質泥炭",NA,FALSE
1471,"Peat","植物遺体まじり砂",NA,FALSE
1472,"Peat","植物遺体を含む粘土",NA,FALSE
1473,"Peat","植物遺体含む粘土",NA,FALSE
1474,"Peat","植物遺体混じり有機質土壌",NA,FALSE
1502,"Peat","泥炭",NA,FALSE
1503,"Peat","泥炭(木本質)",NA,FALSE
1504,"Peat","泥炭(炭化材:コナラ属コナラ節)",NA,FALSE
1505,"Peat","泥炭に含まれる植物片",NA,FALSE
1506,"Peat","泥炭または泥炭質粘土",NA,FALSE
1507,"Peat","泥炭中の未分解の植物体",NA,FALSE
1508,"Peat","泥炭及び腐植質シルト",NA,FALSE
1509,"Peat","泥炭質シルト",NA,TRUE
1510,"Peat","泥炭質土",NA,FALSE
1511,"Peat","泥炭質土壌",NA,FALSE
1512,"Peat","泥炭質堆積物",NA,FALSE
1513,"Peat","泥炭質粘土",NA,TRUE
2233,"Peat","炭化植物(ピート)",NA,FALSE
2449,"Peat","炭化種子混じり泥炭",NA,FALSE
2859,"Peat","砂質泥炭",NA,FALSE
2861,"Peat","砂質粘土〜粘土質砂層の材片など植物遺体の多い部分",NA,FALSE
2905,"Peat","種子混じり泥炭",NA,FALSE
3097,"Peat","腐植土",NA,TRUE
3098,"Peat","腐植土壌",NA,TRUE
3099,"Peat","腐植層",NA,TRUE
3101,"Peat","腐植混じり土壌",NA,FALSE
3102,"Peat","腐植物",NA,TRUE
3109,"Peat","腐植質泥",NA,TRUE
3137,"Peat","草木泥炭",NA,FALSE
3141,"Peat","草本泥炭",NA,FALSE
3145,"Peat","草本質泥炭",NA,FALSE
3422,"Peat","黒泥混じり植物遺体",NA,FALSE
3434,"Peat","黒色泥炭",NA,FALSE
3445,"Peat","黒褐色泥炭",NA,FALSE
NA,"Peat",NA,NA,FALSE
11,"Seed","アカガシ亜属(堅果類）",NA,FALSE
12,"Seed","アカガシ亜属果実",NA,FALSE
20,"Seed","アズキ",NA,TRUE
27,"Seed","イチイガシ",NA,FALSE
28,"Seed","イチイガシ?(堅果)",NA,FALSE
29,"Seed","イチイガシ(堅果)",NA,FALSE
30,"Seed","イチイガシ子葉",NA,FALSE
31,"Seed","イチイガシ果実",NA,FALSE
37,"Seed","イヌガヤ?種子",NA,FALSE
38,"Seed","イヌガヤ種子",NA,FALSE
41,"Seed","イネ",NA,TRUE
42,"Seed","イネの果実類",NA,FALSE
43,"Seed","イネモミ",NA,FALSE
48,"Seed","イネ胚乳",NA,FALSE
58,"Seed","ウキヤガラ近似種(種実)",NA,FALSE
65,"Seed","ウメ核",NA,FALSE
67,"Seed","エゴノキ種子",NA,FALSE
71,"Seed","オオムギ胚乳",NA,FALSE
73,"Seed","オニグルミ",NA,FALSE
74,"Seed","オニグルミ 殻",NA,FALSE
75,"Seed","オニグルミ(種子)",NA,FALSE
76,"Seed","オニグルミ内果皮",NA,FALSE
77,"Seed","オニグルミ堅果",NA,FALSE
78,"Seed","オニグルミ核",NA,FALSE
79,"Seed","オニグルミ殻",NA,FALSE
100,"Seed","カヤツリグサ科(種実)",NA,FALSE
107,"Seed","キカラスウリ(種子)",NA,FALSE
108,"Seed","キカラスウリ種子",NA,FALSE
115,"Seed","クヌギ",NA,TRUE
116,"Seed","クヌギ(堅果)",NA,FALSE
117,"Seed","クヌギ節果実",NA,FALSE
123,"Seed","クリ(種子)",NA,FALSE
124,"Seed","クリの実",NA,FALSE
125,"Seed","クリ子葉",NA,FALSE
127,"Seed","クリ果実",NA,FALSE
128,"Seed","クリ果皮",NA,FALSE
130,"Seed","クリ皮",NA,FALSE
131,"Seed","クリ種実",NA,FALSE
132,"Seed","クリ種皮",NA,FALSE
134,"Seed","クルミ",NA,TRUE
135,"Seed","クルミ（未炭化）",NA,FALSE
136,"Seed","クルミの殻",NA,FALSE
137,"Seed","クルミ属内果皮",NA,FALSE
139,"Seed","クルミ果皮",NA,FALSE
140,"Seed","クルミ核片",NA,FALSE
141,"Seed","クルミ殻",NA,TRUE
142,"Seed","クルミ種子",NA,TRUE
146,"Seed","コナラ属(堅果）",NA,FALSE
147,"Seed","コナラ属アカガシ亜属果実",NA,FALSE
148,"Seed","コナラ属果実",NA,FALSE
151,"Seed","コナラ殻斗",NA,FALSE
152,"Seed","コムギ",NA,FALSE
193,"Seed","ツバキ種子",NA,FALSE
194,"Seed","トウヒ毬果",NA,FALSE
196,"Seed","トチ",NA,FALSE
198,"Seed","トチノキ子葉",NA,FALSE
199,"Seed","トチノキ果実",NA,FALSE
200,"Seed","トチノキ果皮",NA,FALSE
202,"Seed","トチノキ種子",NA,FALSE
203,"Seed","トチノキ種皮",NA,FALSE
204,"Seed","トチノキ種皮片",NA,FALSE
205,"Seed","トチの実",NA,FALSE
206,"Seed","トチの実の殻",NA,FALSE
207,"Seed","トチの実の皮?",NA,FALSE
208,"Seed","トチ種子",NA,FALSE
209,"Seed","トチ種実",NA,FALSE
210,"Seed","トチ種皮",NA,FALSE
213,"Seed","ドングリ",NA,TRUE
214,"Seed","ドングリの果皮",NA,FALSE
216,"Seed","ドングリ果皮",NA,FALSE
218,"Seed","ドングリ種実",NA,FALSE
219,"Seed","ドングリ類種子",NA,FALSE
223,"Seed","ナラガシワ(堅果)",NA,FALSE
231,"Seed","ニワトコ種子",NA,FALSE
251,"Seed","ハンノキ属果序",NA,FALSE
252,"Seed","ハンノキ属果鱗",NA,FALSE
253,"Seed","ハンノキ属鱗片",NA,FALSE
254,"Seed","ハンノキ果実 果実鱗片",NA,FALSE
255,"Seed","ハンノキ果実、イヌシデ果実、アサダ果実",NA,FALSE
256,"Seed","ハンノキ果実鱗片",NA,FALSE
259,"Seed","ヒエ",NA,TRUE
260,"Seed","ヒシ種子",NA,FALSE
270,"Seed","ヒメグルミ核",NA,FALSE
271,"Seed","ひょうたん",NA,FALSE
272,"Seed","ひょうたんの皮",NA,FALSE
273,"Seed","ヒョウタン果実",NA,FALSE
274,"Seed","ヒョウタン類(種子)",NA,FALSE
277,"Seed","ブドウ属種子",NA,FALSE
279,"Seed","ブナ果実",NA,FALSE
285,"Seed","ホタルイ属果実",NA,FALSE
291,"Seed","マクワ･シロウリ型種子",NA,FALSE
295,"Seed","マメもしくはドングリ子葉",NA,FALSE
296,"Seed","マメ類",NA,FALSE
297,"Seed","ミクリ属果実",NA,FALSE
299,"Seed","もみがら",NA,FALSE
300,"Seed","モモ核",NA,FALSE
301,"Seed","モモ核(内果実)",NA,FALSE
302,"Seed","モモ種子",NA,FALSE
320,"Seed","不明種子",NA,TRUE
472,"Seed","土器付着物･内面(クルミ属核破片)",NA,FALSE
766,"Seed","堅果(イチイガシ)",NA,FALSE
767,"Seed","堅果(オニグルミ)",NA,FALSE
768,"Seed","堅果(クヌギ)",NA,FALSE
769,"Seed","堅果(クルミ)",NA,FALSE
771,"Seed","堅果(コナラ属アカガシ亜属)",NA,FALSE
772,"Seed","堅果(トチ)",NA,FALSE
773,"Seed","堅果(ドングリ)",NA,FALSE
774,"Seed","堅果(ナラガシワ)",NA,FALSE
775,"Seed","堅果(ナラガシワ）",NA,FALSE
779,"Seed","堅果果皮",NA,FALSE
780,"Seed","堅果類",NA,FALSE
