"Material_Classification","Material_Details_JPN","Material_Details_EN","inconsistent"
"Charred Seed","種実（オニグルミ堅果皮片・炭化植物遺体（0.59g））",NA,FALSE
"Charred Seed","種実（オニグルミ堅果皮片・炭化植物遺体（0.6g））",NA,FALSE
"Charred Seed","種実（オニグルミ堅果皮片・炭化植物遺体（1.01g））",NA,FALSE
"Charred Seed","種実（オニグルミ堅果皮片・炭化植物遺体（1.07g））",NA,FALSE
"Seed","種実(オニグルミ核)",NA,FALSE
"Seed","種実(カボチャ近似種種子)",NA,FALSE
"Charred Seed","種実（キビ塊片）",NA,FALSE
"Seed","種実(クヌギ節)",NA,FALSE
"Charred Seed","種実（クリ子葉）",NA,FALSE
"Seed","種実(クリ果実破片)",NA,FALSE
"Seed","種実(クルミ)",NA,FALSE
"Charred Seed","種実（クルミ）",NA,FALSE
"Charred Seed","種実（クルミ殻）",NA,FALSE
"Charred Seed","種実（クルミ片）",NA,FALSE
"Seed","種実(ココヤシ内果皮)",NA,FALSE
"Seed","種実(コナラ属)",NA,FALSE
"Seed","種実(コナラ属アカガシ亜属果実)",NA,FALSE
"Seed","種実(コナラ属クヌギ節果実)",NA,FALSE
"Seed","種実(コナラ属コナラ節幼果)",NA,FALSE
"Seed","種実(コナラ果実)",NA,FALSE
"Seed","種実(コムギ胚乳)",NA,FALSE
"Seed","種実(ササゲ属炭化種子)",NA,FALSE
"Seed","種実(センダン)",NA,FALSE
"Seed","種実(ツブラジイ果皮)",NA,FALSE
"Seed","種実(トチ)",NA,FALSE
"Seed","種実(トチノキ)",NA,FALSE
"Seed","種実(トチノキ炭化子葉)",NA,FALSE
"Seed","種実(トチノキ種子)",NA,FALSE
"Seed","種実(どんぐり)",NA,FALSE
"Seed","種実(ドングリ)",NA,FALSE
"Seed","種実(ナラガシワ果実)",NA,FALSE
"Seed","種実(ハンノキ球果)",NA,FALSE
"Seed","種実(ヒシ)",NA,FALSE
"Seed","種実(ヒシ属)",NA,FALSE
"Seed","種実(ヒョウタン果実破片1点）",NA,FALSE
"Charred Seed","種実（ブドウ属種子・炭化植物遺体（0.12g））",NA,FALSE
"Seed","種実(ブナ殻斗)",NA,FALSE
"Seed","種実(マツ球果)",NA,FALSE
"Seed","種実(ミズキ核)",NA,FALSE
"Seed","種実(メロン仲間)",NA,FALSE
"Seed","種実(モモ)",NA,FALSE
"Seed","種実(モモ核)",NA,FALSE
"Seed","種実(不明)",NA,FALSE
"Charred Seed","種実（不明種子・炭化植物遺体）",NA,FALSE
"Other Charred Remains","種実（草本茎・炭化植物遺体（0.51g））",NA,FALSE
"Seed","種実2点(オニグルミ核)",NA,FALSE
"Charred Seed","種実炭化物(チャンチンモドキ)",NA,FALSE
"Charred Seed","種実炭化物(ブナ科)",NA,FALSE
"Seed","種実片(ドングリ類)",NA,FALSE
"Charred Seed","種実片(ムギ類)",NA,FALSE
"Seed","種実破片(ヒョウタン類)",NA,FALSE
"Seed","種実遺体",NA,FALSE
"Seed","種実遺体?",NA,FALSE
"Seed","種実遺体(イネ)",NA,FALSE
"Seed","種実遺体(エゴノキ)",NA,FALSE
"Seed","種実遺体(オニグルミ)",NA,FALSE
"Seed","種実遺体(オニグルミ核)",NA,FALSE
"Seed","種実遺体(オニグルミ核)＋土壌",NA,FALSE
"Seed","種実遺体（カヤツリグサ）",NA,FALSE
"Seed","種実遺体(コナラ属)",NA,FALSE
"Seed","種実遺体(タデ属)",NA,FALSE
"Seed","種実遺体(トチノキ)",NA,FALSE
"Seed","種実遺体(トチノキ果実)",NA,FALSE
"Seed","種実遺体(トチノキ種子)",NA,FALSE
"Seed","種実遺体(トチノキ種皮)",NA,FALSE
"Seed","種実遺体(ヒシ)",NA,FALSE
"Seed","種実遺体(ヒョウタン類果実)",NA,FALSE
"Seed","種実遺体(ブドウ種子)",NA,FALSE
"Seed","種実遺体(ホオノキ種子)",NA,FALSE
"Seed","種実遺体(ホタルイ属及びタデ属)",NA,FALSE
"Seed","種実遺体(ムクロジ)",NA,FALSE
"Seed","種実遺体(モモ核)",NA,FALSE
"Seed","種実遺体(ヤブツバキ)",NA,FALSE
"Charred Seed","種実遺体オニグルミ",NA,FALSE
"Seed","種実類(針葉樹)",NA,FALSE
"Seed","穀類(コメの塊)",NA,FALSE
"Wood","竹",NA,FALSE
"Wood","竹材",NA,FALSE
"Wood","竹材（マダケ）",NA,FALSE
"Wood","竹笹類",NA,FALSE
"Wood","竹笹類?",NA,FALSE
"Seed","第5号トチ塚　S10",NA,FALSE
"Wood","笹類",NA,FALSE
"Seed","米",NA,FALSE
"Other Charred Remains","粒状炭化物",NA,FALSE
"Soil","粘土",NA,FALSE
"Soil","粘土質シルト",NA,FALSE
"Wood","素材束",NA,FALSE
"Soil","細砂混じりシルト",NA,FALSE
"Animal Bone","絶滅大型シカ脛骨",NA,FALSE
"Soil","続縄文時代の焼土",NA,FALSE
"Soil","続縄文時代の焼土フローテーションサンプル",NA,FALSE
"Other unknown samples","緑青",NA,FALSE
"Other unknown samples","緑青錆",NA,FALSE
"Wood","編物",NA,FALSE
"Wood","編物(AM2250)",NA,FALSE
"Wood","編物(ヒゴ材)",NA,FALSE
"Wood","編物(ヒノキ科)",NA,FALSE
"Wood","編物①",NA,FALSE
"Wood","編物②",NA,FALSE
"Wood","編物②(ムクロジ)",NA,FALSE
"Wood","編物一括",NA,FALSE
"Wood","編組製品(アカガシ亜属)",NA,FALSE
"Wood","縄",NA,FALSE
"Wood","縄(リョウメンシダ)",NA,FALSE
"Organic Residue from Pottery","縄文晩期末緑ヶ丘式期土器付着物・内面（おこげ）",NA,FALSE
"Organic Residue from Pottery","縄文晩期末緑ヶ丘式期土器付着物・内面（おこげ）　",NA,FALSE
"Human Bone","肋骨",NA,TRUE
NA,"肋骨",NA,TRUE
"Human Bone","肩甲骨",NA,FALSE
"Human Bone","脛骨",NA,FALSE
"Humic substances ","腐植",NA,TRUE
"Soil","腐植",NA,TRUE
"Humic substances ","腐植化した植物遺体",NA,FALSE
"Peat","腐植土",NA,TRUE
"Soil","腐植土",NA,TRUE
"Peat","腐植土壌",NA,TRUE
"Soil","腐植土壌",NA,TRUE
"Peat","腐植層",NA,TRUE
"Soil","腐植層",NA,TRUE
"Wood","腐植材",NA,FALSE
"Peat","腐植混じり土壌",NA,FALSE
"Peat","腐植物",NA,TRUE
"Humic substances ","腐植物",NA,TRUE
"Soil","腐植物",NA,TRUE
"Humic substances ","腐植物片",NA,FALSE
"Soil","腐植質シルト",NA,FALSE
"Soil","腐植質シルト質粘土",NA,FALSE
"Soil","腐植質土",NA,FALSE
"Soil","腐植質土壌",NA,FALSE
"Soil","腐植質堆積物",NA,FALSE
"Soil","腐植質泥",NA,TRUE
"Peat","腐植質泥",NA,TRUE
"Soil","腐植質砂",NA,FALSE
"Soil","腐植質砂層",NA,FALSE
"Soil","腐植質砂質シルト",NA,FALSE
"Soil","腐植質粘土",NA,FALSE
"Humic substances ","腐植酸",NA,FALSE
"Humic substances ","腐植酸を抽出分離した残渣",NA,FALSE
"Soil","腐食した黒色土",NA,FALSE
"Soil","腐食土",NA,FALSE
"Soil","腐食土壌",NA,FALSE
"Soil","腐食質土壌",NA,FALSE
"Soil","腐食質砂層",NA,FALSE
"Human Bone","腓骨",NA,FALSE
"Wood","自然木",NA,FALSE
"Wood","自然木(コナラ節)",NA,FALSE
"Wood","自然木(サクラ属)",NA,FALSE
"Wood","自然木(スダジイ)",NA,FALSE
"Wood","自然木(トウヒ節)",NA,FALSE
"Wood","自然木(トネリコ属)",NA,FALSE
"Wood","自然木(ハンノキ属ハンノキ節)",NA,FALSE
"Wood","自然木(モミsp)",NA,FALSE
"Wood","自然木(モモ)",NA,FALSE
"Wood","自然木(ヤナギ)",NA,FALSE
"Wood","自然材(コナラ節)",NA,FALSE
"Wood","自然材(ハンノキ亜属)",NA,FALSE
"Animal Bone","臼歯(ナウマンゾウ)",NA,FALSE
"Wood","草",NA,FALSE
"Wood","草木(葉)",NA,FALSE
"Peat","草木泥炭",NA,FALSE
"Wood","草本",NA,TRUE
NA,"草本",NA,TRUE
"Wood","草本植物片",NA,FALSE
"Wood","草本植物遺体",NA,FALSE
"Peat","草本泥炭",NA,FALSE
"Charred Remain","草本炭化物",NA,FALSE
"Seed","草本炭化物(単子葉類)",NA,TRUE
"Charred Seed","草本炭化物(単子葉類)",NA,TRUE
"Charred Seed","草本炭化物(草本生単子葉類)",NA,FALSE
"Peat","草本質泥炭",NA,FALSE
"Charred Remain","草本質炭化物",NA,FALSE
"Wood","草本遺体",NA,FALSE
"Wood","草本類",NA,FALSE
"Wood","草本類稈",NA,FALSE
"Wood","葉",NA,FALSE
"Other unknown samples","虫",NA,FALSE
"Other unknown samples","虫体(イネノクロカメムシ)",NA,FALSE
"Soil","褐灰色粘土",NA,FALSE
"Animal Bone","象の臼歯",NA,FALSE
"Shell","貝",NA,FALSE
"Shell","貝,",NA,FALSE
"Shell","貝,アサリ,",NA,FALSE
"Shell","貝,アラスジケマンガイ,",NA,FALSE
"Shell","貝,ウバガイ,",NA,FALSE
"Shell","貝,オオノガイ？,",NA,FALSE
"Shell","貝,カガミガイ,R",NA,FALSE
"Shell","貝,カキ,",NA,FALSE
"Terrestrial mollusc","貝,カラスガイ,",NA,FALSE
"Terrestrial mollusc","貝,カワニナ,",NA,FALSE
"Shell","貝,サラガイ,",NA,FALSE
"Shell","貝,サルボウ,",NA,FALSE
"Shell","貝,シオフキ,R",NA,FALSE
"Shell","貝,シジミ,",NA,FALSE
"Shell","貝,シャコガイ,",NA,FALSE
"Terrestrial mollusc","貝,セタシジミ,",NA,FALSE
"Terrestrial mollusc","貝,セタシジミ,中身",NA,FALSE
"Terrestrial mollusc","貝,セタシジミ,貝殻",NA,FALSE
"Shell","貝,チョウセンサザエ,",NA,FALSE
"Terrestrial mollusc","貝,ナガタニシ,",NA,FALSE
"Shell","貝,ハイガイ,",NA,FALSE
"Shell","貝,ハマグリ,R",NA,FALSE
"Shell","貝,ホタテガイ,破片",NA,FALSE
"Shell","貝,マガキ,",NA,FALSE
"Shell","貝,マガキガイ,",NA,FALSE
"Terrestrial mollusc","貝,マシジミ,",NA,FALSE
"Terrestrial mollusc","貝,ヤマトカワニナ,",NA,FALSE
"Shell","貝,ヤマトシジミ,",NA,FALSE
"Terrestrial mollusc","貝,陸産貝類,",NA,FALSE
"Shell","貝？",NA,FALSE
"Shell","貝(アカニシ)",NA,FALSE
"Shell","貝(アサリ)",NA,FALSE
"Shell","貝(アサリ）",NA,FALSE
"Shell","貝(アワビ)",NA,FALSE
"Shell","貝(イガイ)",NA,FALSE
"Shell","貝(イシダタミガイ)",NA,FALSE
"Shell","貝(イボキサゴ)",NA,FALSE
"Shell","貝(イワガキ)",NA,FALSE
"Shell","貝(ウメノハナガイ)",NA,FALSE
"Shell","貝(オオノガイ)",NA,FALSE
"Shell","貝(オキシジミ)",NA,FALSE
"Shell","貝(カガミガイ)",NA,FALSE
"Shell","貝(カキ)",NA,FALSE
"Shell","貝(カシパン)",NA,FALSE
"Shell","貝(キサゴ)",NA,FALSE
"Shell","貝（コタマガイ右殻）殻の腹縁",NA,FALSE
"Shell","貝(コベルトカニモリ)",NA,FALSE
"Shell","貝(サルボウ)",NA,FALSE
"Shell","貝(サルボウガイ)",NA,FALSE
"Shell","貝(シオフキ)",NA,FALSE
"Shell","貝(シジミ)",NA,FALSE
"Shell","貝（シジミ殻皮）",NA,FALSE
"Shell","貝(シジミ類)",NA,FALSE
"Shell","貝(シラオガイ)",NA,FALSE
"Shell","貝(スガイ)",NA,FALSE
"Shell","貝(タマキガイ)",NA,FALSE
"Shell","貝(ダンドクメンガイ)",NA,FALSE
"Shell","貝(ツメタガイ)",NA,FALSE
"Shell","貝(ツメタガイ）",NA,FALSE
"Shell","貝(ナミマガシワガイ)",NA,FALSE
"Shell","貝(バイ)",NA,FALSE
"Shell","貝(ハイガイ)",NA,FALSE
"Shell","貝(バカガイ)",NA,FALSE
"Shell","貝(ハマグリ)",NA,FALSE
"Shell","貝(ハマグリ右)",NA,FALSE
"Shell","貝(ハマグリ左)",NA,FALSE
"Shell","貝(ホソウミニナ)",NA,FALSE
"Shell","貝(マガキ)",NA,FALSE
"Shell","貝(マガキガイ)",NA,FALSE
"Shell","貝(ミガキボラ)",NA,FALSE
"Shell","貝(ヤマトシジミ)",NA,FALSE
"Shell","貝(レイシガイ)",NA,FALSE
"Shell","貝(汽水産:ヤマトシジミ)",NA,FALSE
"Shell","貝(海水産:ハマグリ)",NA,FALSE
"Shell","貝(海水産:マガキ)",NA,FALSE
"Shell","貝(海洋性:サルボウ)",NA,FALSE
"Shell","貝(海洋性)",NA,FALSE
"Shell","貝化石",NA,FALSE
"Shell","貝化石(カガミガイ)",NA,FALSE
"Shell","貝化石(ハイガイ)",NA,FALSE
"Shell","貝化石（マガキ）",NA,FALSE
"Shell","貝化石(ヤマトシジミ)",NA,FALSE
"Shell","貝柄(ハナグモリ)",NA,FALSE
"Shell","貝殻",NA,FALSE
"Shell","貝殻　ヤマトシジミ",NA,FALSE
"Shell","貝殻(Ⅸ層)",NA,FALSE
"Shell","貝殻(Ⅵ層)",NA,FALSE
"Shell","貝殻(アカニシ芯)",NA,FALSE
"Shell","貝殻(アゲマキ)",NA,FALSE
"Shell","貝殻(イボキサゴ)",NA,FALSE
"Shell","貝殻（ウバガイ）",NA,FALSE
"Shell","貝殻(エゾタマキガイ)",NA,FALSE
"Shell","貝殻（オオノガイ）",NA,FALSE
"Shell","貝殻(オキシジミ)",NA,FALSE
"Shell","貝殻(カキ)",NA,FALSE
"Shell","貝殻(カキ①)",NA,FALSE
"Shell","貝殻(カキ②)",NA,FALSE
"Shell","貝殻(カキ③)",NA,FALSE
"Shell","貝殻(カモノアシガキ)",NA,FALSE
"Terrestrial mollusc","貝殻（カワシンジュガイ）",NA,FALSE
"Shell","貝殻(キサゴ)",NA,FALSE
"Shell","貝殻(コダマガイ)",NA,FALSE
"Shell","貝殻(サルボウガイ)",NA,FALSE
"Shell","貝殻(シジミ)",NA,FALSE
"Shell","貝殻(シジミ属)",NA,FALSE
"Shell","貝殻(スガイ)",NA,FALSE
"Shell","貝殻(ダンベイキサゴ)",NA,FALSE
"Shell","貝殻(ハイガイ)",NA,FALSE
"Shell","貝殻(ハイガイ①)",NA,FALSE
"Shell","貝殻(ハイガイ②)",NA,FALSE
"Shell","貝殻(ハイガイ③)",NA,FALSE
"Shell","貝殻(ハマグリ)",NA,FALSE
"Shell","貝殻(ハマグリ）",NA,FALSE
"Shell","貝殻(ハマグリ)　左殻",NA,FALSE
"Shell","貝殻(フトヘナタリ)",NA,FALSE
"Shell","貝殻(マガキ･ハイガイ･サルボウガイ)",NA,FALSE
"Shell","貝殻(マガキ)",NA,FALSE
"Shell","貝殻（マガキ）",NA,FALSE
"Shell","貝殻(ヤマトシジミ)",NA,FALSE
"Shell","貝殻(レイシガイ)",NA,FALSE
"Shell","貝殻(微小二枚貝)",NA,FALSE
"Shell","貝殻片",NA,FALSE
"Shell","貝皮(淡水性)",NA,FALSE
"Shell","貝試料",NA,FALSE
"Shell","貝類",NA,FALSE
"Shell","貝類(アカニシ)",NA,FALSE
"Shell","貝類(アサリ)",NA,FALSE
"Lacquer","赤ウルシ",NA,FALSE
"Human Bone","踵骨",NA,FALSE
"Charred Remain","遺構外採取炭化物　炭化材（クリ）",NA,FALSE
"Charred Remain","遺構外採取炭化物　炭化材（コナラ節）",NA,FALSE
"Metal","鉄",NA,FALSE
"Metal","鉄塊",NA,FALSE
"Metal","鉄滓",NA,FALSE
"Organic Residue from Pottery","鉄滓付着炭化物",NA,FALSE
"Metal","鉄製品",NA,FALSE
"Soil","鉄鍋付着土壌",NA,FALSE
"Charred Remain","銹着炭化材(モクレン属)",NA,FALSE
"Lacquer","陶器付着物(漆の可能性)",NA,FALSE
"Terrestrial mollusc","陸生貝(マイマイ)",NA,FALSE
"Terrestrial mollusc","陸貝",NA,FALSE
"Humic substances ","非加水分解性腐植",NA,FALSE
"Human Bone","頭蓋骨",NA,FALSE
"Human Bone","頭蓋骨片",NA,FALSE
"Human Bone","頭頂骨",NA,FALSE
"Human Bone","頭骨",NA,FALSE
"Human Bone","頸椎",NA,FALSE
"Animal Bone","馬歯",NA,FALSE
"Animal Bone","馬歯　切歯",NA,FALSE
"Animal Bone","馬骨",NA,FALSE
"Animal Bone","馬骨　左脛骨片",NA,FALSE
"Animal Bone","馬骨　骨コラーゲン",NA,FALSE
"Animal Bone","馬骨(右尺骨･橈骨)",NA,FALSE
"Human Bone","骨",NA,TRUE
"Animal Bone","骨",NA,TRUE
"Other unknown samples","骨",NA,TRUE
NA,"骨",NA,TRUE
"Fish bone","骨,アシカ,",NA,FALSE
"Animal Bone","骨,イノシシ,",NA,FALSE
"Animal Bone","骨,イノシシ,右橈骨",NA,FALSE
"Animal Bone","骨,イノシシ,右踵骨",NA,FALSE
"Fish bone","骨,イルカ,椎骨",NA,FALSE
"Fish bone","骨,オットセイ,",NA,FALSE
"Fish bone","骨,オットセイ,上腕骨R",NA,FALSE
"Fish bone","骨,オットセイ,大腿骨R",NA,FALSE
"Fish bone","骨,クジラ,",NA,FALSE
"Fish bone","骨,コイ類,第一椎骨",NA,FALSE
"Animal Bone","骨,シカ,右下上腕骨",NA,FALSE
"Animal Bone","骨,シカ,右大腿骨",NA,FALSE
"Animal Bone","骨,シカ,右距骨",NA,FALSE
"Animal Bone","骨,シカ,右踵骨",NA,FALSE
"Animal Bone","骨,シカ,基節骨",NA,FALSE
"Animal Bone","骨,シカ,左距骨",NA,FALSE
"Animal Bone","骨,シカ,距骨R",NA,FALSE
"Fish bone","骨,ジュゴン,",NA,FALSE
"Fish bone","骨,スズキ,右主鰓蓋骨",NA,FALSE
"Fish bone","骨,スズキ,左主鰓蓋骨",NA,FALSE
"Fish bone","骨,スズキ,歯骨R",NA,FALSE
"Fish bone","骨,タラ,",NA,FALSE
"Human Bone","骨,ヒト,",NA,FALSE
"Human Bone","骨,ヒト,右中足骨2",NA,FALSE
"Human Bone","骨,ヒト,右中足骨3",NA,FALSE
"Human Bone","骨,ヒト,右中足骨4",NA,FALSE
"Human Bone","骨,ヒト,右中足骨5",NA,FALSE
"Human Bone","骨,ヒト,左脛骨中間部",NA,FALSE
"Human Bone","骨,ヒト,指骨",NA,FALSE
"Human Bone","骨,ヒト,肋骨",NA,FALSE
"Human Bone","骨,ヒト,肋骨左7",NA,FALSE
"Fish bone","骨,ブダイ,",NA,FALSE
"Human Bone","骨,人骨・上腕",NA,FALSE
"Human Bone","骨,人骨,助骨,SK-3-♀",NA,FALSE
"Human Bone","骨,人骨,助骨,SK-30-♂",NA,FALSE
"Human Bone","骨,人骨,助骨,SK-84-♀",NA,FALSE
"Animal Bone","骨,獣骨,LM",NA,FALSE
"Animal Bone","骨,獣骨,SM",NA,FALSE
"Animal Bone","骨,獣骨,不明",NA,FALSE
"Fish bone","骨,魚骨,椎骨",NA,FALSE
"Fish bone","骨,魚骨,顎骨",NA,FALSE
"Animal Bone","骨(イヌ)",NA,FALSE
"Animal Bone","骨(イヌ右下顎骨)",NA,FALSE
"Animal Bone","骨(イヌ右尺骨)",NA,FALSE
"Animal Bone","骨(イヌ左尺骨)",NA,FALSE
"Animal Bone","骨(イヌ左距骨)",NA,FALSE
"Animal Bone","骨(イヌ肋骨)",NA,FALSE
"Animal Bone","骨(イヌ軸椎)",NA,FALSE
"Animal Bone","骨(イノシシ)",NA,FALSE
"Animal Bone","骨(ウシ)",NA,FALSE
"Animal Bone","骨(ウシ右下顎骨)",NA,FALSE
"Animal Bone","骨(ウシ右中足骨)",NA,FALSE
"Animal Bone","骨(ウシ右肩甲骨)",NA,FALSE
"Animal Bone","骨(ウシ左上腕骨)",NA,FALSE
"Animal Bone","骨(ウシ左下顎骨)",NA,FALSE
"Animal Bone","骨(ウシ左肩甲骨)",NA,FALSE
"Animal Bone","骨(ウマ)",NA,FALSE
"Animal Bone","骨(ウマ仙椎)",NA,FALSE
"Animal Bone","骨(ウマ右下顎骨)",NA,FALSE
"Animal Bone","骨(ウマ右肩甲骨",NA,FALSE
"Animal Bone","骨(ウマ右脛骨)",NA,FALSE
"Animal Bone","骨(ウマ右距骨)",NA,FALSE
"Animal Bone","骨(ウマ左中手骨)",NA,FALSE
"Animal Bone","骨(ウマ左橈骨)",NA,FALSE
"Animal Bone","骨(ウマ左肩甲骨)",NA,FALSE
"Animal Bone","骨(ウマ左距骨)",NA,FALSE
"Animal Bone","骨(コラーゲン)(牛)",NA,FALSE
"Animal Bone","骨(コラーゲン)(馬歯)",NA,FALSE
"Animal Bone","骨(シカ？)",NA,FALSE
"Animal Bone","骨(シカ)",NA,FALSE
"Animal Bone","骨（シカ右上顎後臼歯）",NA,FALSE
"Animal Bone","骨(シカ右下顎後臼歯)",NA,FALSE
"Animal Bone","骨（シカ右下顎骨）",NA,FALSE
"Animal Bone","骨（シカ右前頭骨～角）",NA,FALSE
"Animal Bone","骨(シカ右肩甲骨)",NA,FALSE
"Animal Bone","骨(シカ左下顎骨)",NA,FALSE
"Animal Bone","骨（シカ左下顎骨）",NA,FALSE
"Animal Bone","骨(シカ左肩甲骨)",NA,FALSE
"Animal Bone","骨（シカ左脛骨遠位端)",NA,FALSE
"Animal Bone","骨(シカ左距骨)",NA,FALSE
"Animal Bone","骨(ニホンジカ)",NA,FALSE
"Animal Bone","骨(ネコ左上腕骨)",NA,FALSE
"Animal Bone","骨(ネコ左下顎骨)",NA,FALSE
"Animal Bone","骨（ヒグマ）頸骨",NA,FALSE
"Human Bone","骨(ヒト、脛骨?）",NA,FALSE
"Human Bone","骨(ヒト右下歯)",NA,FALSE
"Human Bone","骨(ヒト右大腿骨)",NA,FALSE
"Human Bone","骨(ヒト右脛骨)",NA,FALSE
"Human Bone","骨(ヒト左上腕骨)",NA,FALSE
"Human Bone","骨(ヒト歯)",NA,FALSE
"Human Bone","骨(ヒト肋骨破片)",NA,FALSE
"Human Bone","骨(ヒト部位不明破片)",NA,FALSE
"Human Bone","骨（ヒト頭蓋骨片）",NA,FALSE
"Human Bone","骨(ヒト頭蓋骨破片)",NA,FALSE
"Human Bone","骨(乳歯:下左)",NA,FALSE
"Human Bone","骨(歯；上顎右)",NA,FALSE
"Human Bone","骨(歯:上左)",NA,FALSE
"Human Bone","骨(歯:下左)",NA,FALSE
"Human Bone","骨(歯:下顎左)",NA,FALSE
"Animal Bone","骨(歯)　ウマ　歯牙片",NA,FALSE
"Human Bone","骨(肋骨)",NA,FALSE
"Human Bone","骨(長骨)",NA,FALSE
"Human Bone","骨(頭蓋骨)",NA,FALSE
"Human Bone","骨コラーゲン",NA,FALSE
"Animal Bone","骨片",NA,TRUE
"Human Bone","骨片",NA,TRUE
"Animal Bone","骨片(動物骨)",NA,FALSE
"Fish bone","魚類(大型)　椎骨",NA,FALSE
"Seed","鱗片(ハンノキ)",NA,FALSE
"Wood","麻布",NA,FALSE
"Soil","黒シルト質粘土",NA,FALSE
"Soil","黒ボク土",NA,FALSE
"Soil","黒ボク様土壌",NA,FALSE
"Soil","黒泥",NA,FALSE
"Peat","黒泥混じり植物遺体",NA,FALSE
"Soil","黒泥状粘土",NA,FALSE
"Soil","黒灰色腐植質シルト",NA,FALSE
"Soil","黒色シルト",NA,FALSE
"Soil","黒色シルト質粘土",NA,FALSE
"Soil","黒色シルト質粘土（有機物多い）",NA,FALSE
"Soil","黒色土",NA,FALSE
"Soil","黒色土（有機物含む）",NA,FALSE
"Soil","黒色土(泥質)",NA,FALSE
"Soil","黒色土壌",NA,FALSE
"Soil","黒色帯土壌",NA,FALSE
"Soil","黒色有機質粘土",NA,FALSE
"Peat","黒色泥炭",NA,FALSE
"Other unknown samples","黒色物質",NA,FALSE
"Soil","黒色砂混じりシルト",NA,FALSE
"Soil","黒色粘土",NA,FALSE
"Soil","黒色粘土(7a層)",NA,FALSE
"Soil","黒色粘土質シルト",NA,FALSE
"Soil","黒褐色シルト",NA,FALSE
"Soil","黒褐色の土壌",NA,FALSE
"Soil","黒褐色土壌",NA,FALSE
"Wood","黒褐色土層中の木片",NA,FALSE
"Soil","黒褐色有機質シルト",NA,FALSE
